,user_id,typeAccount,verified,territories,createdAt,role,status
10846,2929,INVITATION,False,93,2020-12-07 11:36:27.515,OWNER,PRO
10848,2930,INVITATION,False,93,2020-12-07 11:36:33.505,OWNER,PRO
10850,2931,INVITATION,False,93,2020-12-07 11:36:35.040,OWNER,PRO
10852,2932,INVITATION,False,93,2020-12-07 11:36:36.488,OWNER,PRO
10854,2933,INVITATION,False,93,2020-12-07 11:36:39.529,OWNER,PRO
10856,2934,INVITATION,False,93,2020-12-07 11:36:40.984,OWNER,PRO
10858,2935,INVITATION,False,93,2020-12-07 11:36:42.478,OWNER,PRO
10860,2936,INVITATION,False,93,2020-12-07 11:36:44.038,OWNER,PRO
10862,2937,INVITATION,False,93,2020-12-07 11:36:47.028,OWNER,PRO
10864,2938,INVITATION,False,93,2020-12-07 11:36:56.005,OWNER,PRO
10866,2939,INVITATION,False,93,2020-12-07 11:36:59.006,OWNER,PRO
10868,2940,INVITATION,False,93,2020-12-07 11:37:00.542,OWNER,PRO
10870,2941,INVITATION,False,93,2020-12-07 11:37:03.524,OWNER,PRO
10872,2942,INVITATION,False,93,2020-12-07 11:37:05.020,OWNER,PRO
10874,2943,INVITATION,False,93,2020-12-07 11:37:06.506,OWNER,PRO
10876,2944,INVITATION,False,93,2020-12-07 11:37:07.996,OWNER,PRO
10878,2945,INVITATION,False,93,2020-12-07 11:37:09.530,OWNER,PRO
10880,2946,INVITATION,False,93,2020-12-07 11:37:11.018,OWNER,PRO
10882,2947,INVITATION,False,93,2020-12-07 11:37:12.514,OWNER,PRO
10884,2948,INVITATION,False,93,2020-12-07 11:37:14.051,OWNER,PRO
10886,2949,INVITATION,False,93,2020-12-07 11:37:15.526,OWNER,PRO
10888,2950,INVITATION,False,93,2020-12-07 11:37:17.020,OWNER,PRO
10890,2951,INVITATION,False,93,2020-12-07 11:37:18.539,OWNER,PRO
10892,2952,INVITATION,False,93,2020-12-07 11:37:20.045,OWNER,PRO
10894,2953,INVITATION,False,93,2020-12-07 11:37:21.543,OWNER,PRO
10896,2954,INVITATION,False,93,2020-12-07 11:37:23.045,OWNER,PRO
10898,2955,INVITATION,False,93,2020-12-07 11:37:24.504,OWNER,PRO
10900,2956,INVITATION,False,93,2020-12-07 11:37:26.033,OWNER,PRO
10902,2957,INVITATION,False,93,2020-12-07 11:37:29.020,OWNER,PRO
10905,2958,INVITATION,False,93,2020-12-07 11:37:35.070,OWNER,PRO
10907,2959,INVITATION,False,93,2020-12-07 11:37:38.083,OWNER,PRO
10909,2960,INVITATION,False,93,2020-12-07 11:37:44.048,OWNER,PRO
10914,2961,INVITATION,False,93,2020-12-07 11:37:47.019,OWNER,PRO
10918,2962,INVITATION,False,93,2020-12-07 11:37:54.860,OWNER,PRO
10920,2963,INVITATION,False,93,2020-12-07 11:37:56.313,OWNER,PRO
10922,2964,INVITATION,False,93,2020-12-07 11:37:57.838,OWNER,PRO
10926,2965,INVITATION,False,93,2020-12-07 11:37:59.313,OWNER,PRO
10928,2966,INVITATION,False,93,2020-12-07 11:38:00.848,OWNER,PRO
10930,2967,USER,True,93,2020-12-07 11:38:02.316,OWNER,PRO
10932,2968,INVITATION,False,93,2020-12-07 11:38:03.836,OWNER,PRO
10934,2969,INVITATION,False,93,2020-12-07 11:38:05.297,OWNER,PRO
10936,2970,INVITATION,False,93,2020-12-07 11:38:06.835,OWNER,PRO
10938,2971,INVITATION,False,93,2020-12-07 11:38:09.829,OWNER,PRO
10942,2972,INVITATION,False,93,2020-12-07 11:38:11.307,OWNER,PRO
10944,2973,INVITATION,False,93,2020-12-07 11:38:12.839,OWNER,PRO
10946,2974,INVITATION,False,93,2020-12-07 11:38:14.320,OWNER,PRO
10948,2975,INVITATION,False,93,2020-12-07 11:38:18.826,OWNER,PRO
10950,2976,INVITATION,False,93,2020-12-07 11:38:20.845,OWNER,PRO
10952,2977,INVITATION,False,93,2020-12-07 11:38:21.821,OWNER,PRO
10955,2978,INVITATION,False,93,2020-12-07 11:38:23.311,OWNER,PRO
10957,2979,INVITATION,False,93,2020-12-07 11:38:24.820,OWNER,PRO
10959,2980,INVITATION,False,93,2020-12-07 11:38:27.822,OWNER,PRO
10961,2981,INVITATION,False,93,2020-12-07 11:38:29.335,OWNER,PRO
10963,2982,INVITATION,False,93,2020-12-07 11:38:30.830,OWNER,PRO
10965,2983,INVITATION,False,93,2020-12-07 11:38:32.331,OWNER,PRO
10967,2984,INVITATION,False,93,2020-12-07 11:38:33.809,OWNER,PRO
10969,2985,INVITATION,False,93,2020-12-07 11:38:35.339,OWNER,PRO
10972,2986,INVITATION,False,93,2020-12-07 11:38:36.825,,PRO
10973,2987,INVITATION,False,93,2020-12-07 11:38:38.330,OWNER,PRO
10975,2988,INVITATION,False,93,2020-12-07 11:38:39.809,OWNER,PRO
10977,2989,INVITATION,False,93,2020-12-07 11:38:41.315,OWNER,PRO
10979,2990,INVITATION,False,93,2020-12-07 11:38:42.816,OWNER,PRO
11001,2991,INVITATION,False,93,2020-12-07 11:38:47.333,OWNER,PRO
11003,2992,INVITATION,False,93,2020-12-07 11:38:48.835,OWNER,PRO
11006,2993,INVITATION,False,93,2020-12-07 11:38:50.318,OWNER,PRO
11008,2994,INVITATION,False,93,2020-12-07 11:38:53.318,OWNER,PRO
11040,2995,INVITATION,False,93,2020-12-07 11:38:54.820,OWNER,PRO
11042,2996,INVITATION,False,93,2020-12-07 11:38:57.848,OWNER,PRO
11044,2997,INVITATION,False,93,2020-12-07 11:38:59.313,OWNER,PRO
11046,2998,INVITATION,False,93,2020-12-07 11:39:02.327,OWNER,PRO
11048,2999,USER,True,93,2020-12-07 11:39:06.330,OWNER,PRO
11052,3000,INVITATION,False,93,2020-12-07 11:39:08.316,OWNER,PRO
11080,3001,INVITATION,False,93,2020-12-07 11:39:10.312,OWNER,PRO
11084,3002,INVITATION,False,93,2020-12-07 11:39:12.315,OWNER,PRO
11086,3003,INVITATION,False,93,2020-12-07 11:39:14.313,OWNER,PRO
11088,3004,INVITATION,False,93,2020-12-07 11:39:16.333,OWNER,PRO
11090,3005,INVITATION,False,93,2020-12-07 11:39:18.328,OWNER,PRO
11092,3006,INVITATION,False,93,2020-12-07 11:39:20.578,OWNER,PRO
11094,3007,INVITATION,False,93,2020-12-07 11:39:28.071,OWNER,PRO
11096,3008,INVITATION,False,93,2020-12-07 11:39:30.118,OWNER,PRO
11098,3009,INVITATION,False,93,2020-12-07 11:39:32.070,OWNER,PRO
11100,3010,INVITATION,False,93,2020-12-07 11:39:36.086,OWNER,PRO
11102,3011,INVITATION,False,93,2020-12-07 11:39:38.093,OWNER,PRO
11104,3012,INVITATION,False,93,2020-12-07 11:39:40.077,OWNER,PRO
11106,3013,INVITATION,False,93,2020-12-07 11:39:42.090,OWNER,PRO
11108,3014,INVITATION,False,93,2020-12-07 11:39:44.067,OWNER,PRO
11114,3015,INVITATION,False,93,2020-12-07 11:39:48.102,OWNER,PRO
11116,3016,INVITATION,False,93,2020-12-07 11:39:50.119,OWNER,PRO
11118,3017,INVITATION,False,93,2020-12-07 11:39:52.080,OWNER,PRO
11121,3018,INVITATION,False,93,2020-12-07 11:39:54.094,OWNER,PRO
11123,3019,INVITATION,False,93,2020-12-07 11:39:58.068,OWNER,PRO
11126,3020,INVITATION,False,93,2020-12-07 11:40:02.087,OWNER,PRO
11128,3021,USER,True,93,2020-12-07 11:40:04.111,OWNER,PRO
11130,3022,INVITATION,False,93,2020-12-07 11:40:06.100,OWNER,PRO
11132,3023,INVITATION,False,94,2020-12-07 11:42:07.953,OWNER,PRO
11136,3024,INVITATION,False,94,2020-12-07 11:42:09.375,OWNER,PRO
11140,3025,INVITATION,False,94,2020-12-07 11:42:10.897,EDITOR,PRO
11142,3026,INVITATION,False,94,2020-12-07 11:42:12.392,OWNER,PRO
11147,3027,INVITATION,False,94,2020-12-07 11:42:13.877,OWNER,PRO
11149,3028,INVITATION,False,94,2020-12-07 11:42:18.372,,PRO
11150,3029,INVITATION,False,94,2020-12-07 11:42:19.903,OWNER,PRO
11152,3030,INVITATION,False,94,2020-12-07 11:42:21.368,OWNER,PRO
11154,3031,USER,True,94,2020-12-07 11:42:22.873,OWNER,PRO
11156,3032,INVITATION,False,94,2020-12-07 11:42:24.909,OWNER,PRO
11158,3033,USER,True,94,2020-12-07 11:42:26.868,OWNER,PRO
11160,3034,INVITATION,False,94,2020-12-07 11:42:28.874,OWNER,PRO
11162,3035,INVITATION,False,94,2020-12-07 11:42:30.906,OWNER,PRO
11164,3036,INVITATION,False,94,2020-12-07 11:42:32.893,OWNER,PRO
11166,3037,INVITATION,False,94,2020-12-07 11:42:38.898,OWNER,PRO
11168,3038,INVITATION,False,94,2020-12-07 11:42:40.914,OWNER,PRO
11170,3039,INVITATION,False,94,2020-12-07 11:42:42.927,OWNER,PRO
11172,3040,INVITATION,False,94,2020-12-07 11:42:44.391,OWNER,PRO
11174,3041,INVITATION,False,94,2020-12-07 11:42:45.909,OWNER,PRO
11176,3042,INVITATION,False,94,2020-12-07 11:42:47.390,OWNER,PRO
11178,3043,INVITATION,False,94,2020-12-07 11:42:48.916,OWNER,PRO
11180,3044,INVITATION,False,94,2020-12-07 11:42:51.894,OWNER,PRO
11182,3045,INVITATION,False,94,2020-12-07 11:42:53.397,OWNER,PRO
11184,3046,INVITATION,False,94,2020-12-07 11:42:56.375,OWNER,PRO
11186,3047,INVITATION,False,94,2020-12-07 11:42:58.055,OWNER,PRO
11188,3048,INVITATION,False,94,2020-12-07 11:43:02.907,OWNER,PRO
11190,3049,INVITATION,False,94,2020-12-07 11:43:03.889,OWNER,PRO
11192,3050,INVITATION,False,94,2020-12-07 11:43:05.891,OWNER,PRO
11194,3051,INVITATION,False,94,2020-12-07 11:43:06.901,OWNER,PRO
11196,3052,INVITATION,False,94,2020-12-07 11:43:08.415,OWNER,PRO
11198,3053,INVITATION,False,94,2020-12-07 11:43:09.886,OWNER,PRO
11200,3054,INVITATION,False,94,2020-12-07 11:43:11.099,EDITOR,PRO
11202,3055,USER,True,94,2020-12-07 11:43:12.946,OWNER,PRO
11204,3056,INVITATION,False,94,2020-12-07 11:43:13.893,OWNER,PRO
11206,3057,INVITATION,False,94,2020-12-07 11:43:15.911,,PRO
11207,3058,INVITATION,False,94,2020-12-07 11:43:16.897,OWNER,PRO
11209,3059,INVITATION,False,94,2020-12-07 11:43:18.907,OWNER,PRO
11211,3060,INVITATION,False,94,2020-12-07 11:43:19.899,OWNER,PRO
11213,3061,INVITATION,False,94,2020-12-07 11:43:24.086,OWNER,PRO
11219,3062,INVITATION,False,94,2020-12-07 11:43:25.904,OWNER,PRO
11221,3063,INVITATION,False,94,2020-12-07 11:43:27.387,OWNER,PRO
11223,3064,INVITATION,False,94,2020-12-07 11:43:28.903,OWNER,PRO
11225,3065,INVITATION,False,94,2020-12-07 11:43:30.906,OWNER,PRO
11227,3066,INVITATION,False,94,2020-12-07 11:43:34.391,OWNER,PRO
11229,3067,INVITATION,False,94,2020-12-07 11:43:36.397,OWNER,PRO
11231,3068,INVITATION,False,94,2020-12-07 11:43:37.915,OWNER,PRO
11237,3069,INVITATION,False,94,2020-12-07 11:43:42.898,OWNER,PRO
11239,3070,INVITATION,False,94,2020-12-07 11:43:43.959,,PRO
11240,3071,INVITATION,False,94,2020-12-07 11:43:45.911,OWNER,PRO
11242,3072,INVITATION,False,94,2020-12-07 11:43:46.933,OWNER,PRO
11250,3073,INVITATION,False,94,2020-12-07 11:43:47.906,OWNER,PRO
11252,3074,INVITATION,False,94,2020-12-07 11:43:48.901,OWNER,PRO
11254,3075,INVITATION,False,94,2020-12-07 11:43:53.900,OWNER,PRO
11258,3076,INVITATION,False,94,2020-12-07 11:43:55.935,OWNER,PRO
11260,3077,INVITATION,False,94,2020-12-07 11:43:59.889,,PRO
11261,3078,INVITATION,False,94,2020-12-07 11:44:01.987,OWNER,PRO
11263,3079,INVITATION,False,94,2020-12-07 11:44:03.940,OWNER,PRO
11265,3080,INVITATION,False,94,2020-12-07 11:44:07.927,OWNER,PRO
11268,3081,INVITATION,False,94,2020-12-07 11:44:10.400,OWNER,PRO
11271,3082,INVITATION,False,94,2020-12-07 11:44:11.924,OWNER,PRO
11273,3083,INVITATION,False,94,2020-12-07 11:44:13.950,OWNER,PRO
11275,3084,INVITATION,False,94,2020-12-07 11:44:15.912,OWNER,PRO
11278,3085,INVITATION,False,94,2020-12-07 11:44:17.900,OWNER,PRO
11280,3086,INVITATION,False,94,2020-12-07 11:44:21.901,OWNER,PRO
11282,3087,INVITATION,False,94,2020-12-07 11:44:23.948,,PRO
11283,3088,INVITATION,False,94,2020-12-07 11:44:27.920,OWNER,PRO
11285,3089,INVITATION,False,94,2020-12-07 11:44:29.913,OWNER,PRO
11287,3090,INVITATION,False,94,2020-12-07 11:44:32.399,OWNER,PRO
11289,3091,INVITATION,False,94,2020-12-07 11:44:34.913,OWNER,PRO
11291,3092,INVITATION,False,94,2020-12-07 11:44:35.941,OWNER,PRO
11293,3093,INVITATION,False,94,2020-12-07 11:44:37.907,OWNER,PRO
11295,3094,INVITATION,False,94,2020-12-07 11:44:39.918,OWNER,PRO
11297,3095,INVITATION,False,94,2020-12-07 11:44:41.925,OWNER,PRO
11299,3096,INVITATION,False,94,2020-12-07 11:44:43.939,OWNER,PRO
11303,3097,INVITATION,False,94,2020-12-07 11:44:45.913,OWNER,PRO
11305,3098,INVITATION,False,94,2020-12-07 11:44:49.926,OWNER,PRO
11307,3099,INVITATION,False,94,2020-12-07 11:44:51.919,OWNER,PRO
11309,3100,INVITATION,False,94,2020-12-07 11:44:52.933,OWNER,PRO
11311,3101,INVITATION,False,94,2020-12-07 11:44:53.948,OWNER,PRO
11313,3102,INVITATION,False,94,2020-12-07 11:44:54.914,OWNER,PRO
11315,3103,INVITATION,False,94,2020-12-07 11:44:56.410,OWNER,PRO
11317,3104,INVITATION,False,94,2020-12-07 11:44:57.948,OWNER,PRO
11319,3105,INVITATION,False,94,2020-12-07 11:44:58.910,OWNER,PRO
11321,3107,INVITATION,False,94,2020-12-07 11:45:01.951,,PRO
11322,3108,INVITATION,False,94,2020-12-07 11:45:02.915,OWNER,PRO
11325,3109,USER,True,94,2020-12-07 11:45:03.922,OWNER,PRO
11328,3110,INVITATION,False,94,2020-12-07 11:45:05.408,OWNER,PRO
11330,3111,INVITATION,False,94,2020-12-07 11:45:06.940,OWNER,PRO
11332,3112,INVITATION,False,94,2020-12-07 11:45:09.930,OWNER,PRO
11335,3113,INVITATION,False,94,2020-12-07 11:45:11.932,,PRO
11336,3114,INVITATION,False,94,2020-12-07 11:45:13.920,OWNER,PRO
11338,3115,USER,True,94,2020-12-07 11:45:15.953,OWNER,PRO
11342,3116,USER,True,94,2020-12-07 11:45:17.898,OWNER,PRO
11344,3117,INVITATION,False,94,2020-12-07 11:45:18.928,OWNER,PRO
11348,3118,INVITATION,False,94,2020-12-07 11:45:19.937,OWNER,PRO
11350,3119,INVITATION,False,94,2020-12-07 11:45:20.902,OWNER,PRO
11353,3120,INVITATION,False,94,2020-12-07 11:45:22.934,OWNER,PRO
11355,3121,INVITATION,False,94,2020-12-07 11:45:25.915,OWNER,PRO
11368,3122,INVITATION,False,94,2020-12-07 11:45:26.953,OWNER,PRO
11370,3123,INVITATION,False,94,2020-12-07 11:45:27.920,OWNER,PRO
11372,3124,INVITATION,False,94,2020-12-07 11:45:28.919,OWNER,PRO
11374,3125,INVITATION,False,94,2020-12-07 11:45:29.927,OWNER,PRO
11376,3126,INVITATION,False,94,2020-12-07 11:45:31.940,OWNER,PRO
11378,3127,USER,True,94,2020-12-07 11:45:39.919,OWNER,PRO
11380,3128,INVITATION,False,94,2020-12-07 11:45:41.927,OWNER,PRO
11382,3129,INVITATION,False,94,2020-12-07 11:45:45.962,OWNER,PRO
11386,3130,INVITATION,False,94,2020-12-07 11:45:47.961,,PRO
11387,3131,INVITATION,False,94,2020-12-07 11:45:49.965,,PRO
11388,3132,INVITATION,False,94,2020-12-07 11:45:51.929,,PRO
11389,3133,INVITATION,False,94,2020-12-07 11:45:53.957,OWNER,PRO
11391,3134,INVITATION,False,94,2020-12-07 11:45:55.929,OWNER,PRO
11393,3135,INVITATION,False,94,2020-12-07 11:46:00.013,OWNER,PRO
11395,3136,USER,True,94,2020-12-07 11:46:03.973,OWNER,PRO
11400,3137,INVITATION,False,94,2020-12-07 11:46:05.989,OWNER,PRO
11404,3138,INVITATION,False,94,2020-12-07 11:46:09.986,OWNER,PRO
11406,3139,INVITATION,False,94,2020-12-07 11:46:10.961,OWNER,PRO
11408,3140,INVITATION,False,94,2020-12-07 11:46:12.989,OWNER,PRO
11410,3141,INVITATION,False,94,2020-12-07 11:46:15.977,OWNER,PRO
11412,3142,USER,True,94,2020-12-07 11:46:16.999,OWNER,PRO
11414,3143,INVITATION,False,94,2020-12-07 11:46:17.999,OWNER,PRO
11417,3144,INVITATION,False,94,2020-12-07 11:46:19.993,OWNER,PRO
11424,3145,INVITATION,False,94,2020-12-07 11:46:21.983,OWNER,PRO
11426,3146,INVITATION,False,94,2020-12-07 11:46:22.993,OWNER,PRO
11428,3147,INVITATION,False,94,2020-12-07 11:46:23.990,OWNER,PRO
11430,3148,INVITATION,False,94,2020-12-07 11:46:25.984,OWNER,PRO
11432,3149,INVITATION,False,94,2020-12-07 11:46:26.999,OWNER,PRO
11449,3150,USER,True,94,2020-12-07 11:46:28.002,OWNER,PRO
11451,3151,INVITATION,False,94,2020-12-07 11:46:35.995,OWNER,PRO
11453,3152,INVITATION,False,94,2020-12-07 11:46:37.993,OWNER,PRO
11455,3153,INVITATION,False,94,2020-12-07 11:46:39.002,OWNER,PRO
11458,3154,INVITATION,False,94,2020-12-07 11:46:41.972,OWNER,PRO
11461,3155,INVITATION,False,94,2020-12-07 11:46:42.976,OWNER,PRO
11463,3156,INVITATION,False,94,2020-12-07 11:46:43.992,OWNER,PRO
11465,3157,INVITATION,False,94,2020-12-07 11:46:45.022,OWNER,PRO
11474,3158,INVITATION,False,94,2020-12-07 11:46:46.221,OWNER,PRO
11479,3159,INVITATION,False,94,2020-12-07 11:46:48.020,OWNER,PRO
11481,3160,INVITATION,False,94,2020-12-07 11:46:51.983,OWNER,PRO
11483,3161,INVITATION,False,94,2020-12-07 11:46:52.959,OWNER,PRO
11485,3162,INVITATION,False,94,2020-12-07 11:46:53.990,OWNER,PRO
11487,3163,INVITATION,False,94,2020-12-07 11:46:54.998,,PRO
11488,3164,USER,True,94,2020-12-07 11:46:56.979,OWNER,PRO
11490,3166,INVITATION,False,33,2020-12-07 11:48:23.577,EDITOR,PRO
11492,3167,INVITATION,False,94,2020-12-07 11:58:16.673,OWNER,PRO
11496,3168,INVITATION,False,94,2020-12-07 11:58:17.725,OWNER,PRO
11498,3169,INVITATION,False,94,2020-12-07 11:58:18.698,,PRO
11499,3170,INVITATION,False,94,2020-12-07 11:58:21.843,OWNER,PRO
11501,3171,INVITATION,False,94,2020-12-07 11:58:23.275,OWNER,PRO
11504,3172,INVITATION,False,94,2020-12-07 11:58:24.780,OWNER,PRO
11507,3173,INVITATION,False,94,2020-12-07 11:58:29.263,OWNER,PRO
11509,3174,INVITATION,False,94,2020-12-07 11:58:33.244,OWNER,PRO
11511,3175,INVITATION,False,94,2020-12-07 11:58:35.249,OWNER,PRO
11513,3176,INVITATION,False,94,2020-12-07 11:58:40.240,OWNER,PRO
11515,3177,INVITATION,False,94,2020-12-07 11:58:42.252,OWNER,PRO
11517,3178,INVITATION,False,94,2020-12-07 11:58:46.264,OWNER,PRO
11519,3179,INVITATION,False,94,2020-12-07 11:58:48.246,OWNER,PRO
11521,3180,INVITATION,False,94,2020-12-07 11:58:52.282,,PRO
11522,3181,INVITATION,False,94,2020-12-07 11:58:54.241,OWNER,PRO
11524,3182,INVITATION,False,94,2020-12-07 11:58:59.758,OWNER,PRO
11526,3183,INVITATION,False,94,2020-12-07 11:59:01.274,OWNER,PRO
11528,3184,INVITATION,False,94,2020-12-07 11:59:04.270,EDITOR,PRO
11530,3185,INVITATION,False,94,2020-12-07 11:59:07.278,EDITOR,PRO
11532,3186,INVITATION,False,94,2020-12-07 11:59:10.358,OWNER,PRO
11534,3187,INVITATION,False,94,2020-12-07 11:59:11.748,OWNER,PRO
11537,3188,INVITATION,False,94,2020-12-07 11:59:13.301,,PRO
11538,3189,INVITATION,False,94,2020-12-07 11:59:17.808,OWNER,PRO
11542,3190,USER,True,94,2020-12-07 11:59:20.263,OWNER,PRO
11544,3191,INVITATION,False,94,2020-12-07 11:59:21.328,OWNER,PRO
11546,3192,INVITATION,False,94,2020-12-07 11:59:22.763,OWNER,PRO
11550,3193,INVITATION,False,94,2020-12-07 11:59:23.787,OWNER,PRO
11552,3194,INVITATION,False,94,2020-12-07 11:59:24.767,OWNER,PRO
11554,3195,INVITATION,False,94,2020-12-07 11:59:25.774,OWNER,PRO
11556,3196,INVITATION,False,94,2020-12-07 11:59:26.797,OWNER,PRO
11558,3197,INVITATION,False,94,2020-12-07 11:59:27.754,OWNER,PRO
11560,3198,INVITATION,False,94,2020-12-07 11:59:28.765,OWNER,PRO
11562,3199,INVITATION,False,94,2020-12-07 11:59:30.240,,PRO
11563,3200,INVITATION,False,94,2020-12-07 11:59:31.288,OWNER,PRO
11565,3201,INVITATION,False,94,2020-12-07 11:59:32.281,OWNER,PRO
11567,3202,INVITATION,False,94,2020-12-07 11:59:33.265,OWNER,PRO
11569,3203,INVITATION,False,94,2020-12-07 11:59:34.258,OWNER,PRO
11571,3204,INVITATION,False,94,2020-12-07 11:59:35.272,OWNER,PRO
11573,3205,INVITATION,False,94,2020-12-07 11:59:36.260,OWNER,PRO
11575,3206,INVITATION,False,94,2020-12-07 11:59:38.266,OWNER,PRO
11577,3207,INVITATION,False,94,2020-12-07 11:59:39.299,,PRO
11578,3208,INVITATION,False,94,2020-12-07 11:59:40.259,OWNER,PRO
11580,3209,INVITATION,False,94,2020-12-07 11:59:44.265,OWNER,PRO
11582,3210,INVITATION,False,94,2020-12-07 11:59:46.238,OWNER,PRO
11584,3211,INVITATION,False,94,2020-12-07 11:59:48.272,OWNER,PRO
11586,3212,INVITATION,False,94,2020-12-07 11:59:50.245,OWNER,PRO
11588,3213,INVITATION,False,94,2020-12-07 11:59:54.265,OWNER,PRO
11590,3214,INVITATION,False,94,2020-12-07 11:59:56.259,OWNER,PRO
11592,3215,INVITATION,False,94,2020-12-07 11:59:58.277,OWNER,PRO
11594,3216,INVITATION,False,94,2020-12-07 12:00:02.264,OWNER,PRO
11596,3217,INVITATION,False,94,2020-12-07 12:00:04.250,,PRO
11597,3218,INVITATION,False,94,2020-12-07 12:00:06.252,OWNER,PRO
11599,3219,INVITATION,False,94,2020-12-07 12:00:08.263,OWNER,PRO
11601,3220,INVITATION,False,94,2020-12-07 12:00:10.274,OWNER,PRO
11603,3221,INVITATION,False,94,2020-12-07 12:00:12.258,OWNER,PRO
11606,3222,USER,True,94,2020-12-07 12:00:15.951,EDITOR,PRO
11608,3223,INVITATION,False,94,2020-12-07 12:00:17.241,OWNER,PRO
11610,3224,INVITATION,False,94,2020-12-07 12:00:19.269,OWNER,PRO
11612,3225,INVITATION,False,94,2020-12-07 12:00:20.270,OWNER,PRO
11614,3226,INVITATION,False,94,2020-12-07 12:00:21.785,OWNER,PRO
11616,3227,INVITATION,False,94,2020-12-07 12:00:23.276,OWNER,PRO
11618,3228,INVITATION,False,94,2020-12-07 12:00:24.797,OWNER,PRO
11620,3229,INVITATION,False,94,2020-12-07 12:00:26.738,OWNER,PRO
11622,3230,INVITATION,False,94,2020-12-07 12:00:28.268,OWNER,PRO
11624,3231,INVITATION,False,94,2020-12-07 12:00:31.273,OWNER,PRO
11626,3232,INVITATION,False,94,2020-12-07 12:00:32.757,OWNER,PRO
11628,3233,INVITATION,False,94,2020-12-07 12:00:34.272,OWNER,PRO
11630,3234,INVITATION,False,94,2020-12-07 12:00:35.767,OWNER,PRO
11632,3235,INVITATION,False,75,2020-12-07 13:37:37.256,OWNER,PRO
11634,3236,INVITATION,False,67,2020-12-07 14:15:18.754,OWNER,PRO
11636,3237,INVITATION,False,33,2020-12-07 14:30:34.969,,PRO
11637,3238,INVITATION,False,75,2020-12-07 15:12:54.983,OWNER,PRO
11640,3239,INVITATION,False,75,2020-12-07 15:45:44.812,OWNER,PRO
11642,3240,INVITATION,False,44,2020-12-07 16:25:56.630,,PRO
11643,3241,INVITATION,False,75,2020-12-07 19:32:24.453,OWNER,PRO
11645,3242,INVITATION,False,94,2020-12-08 13:37:51.551,OWNER,PRO
11678,3243,INVITATION,False,94,2020-12-08 13:55:40.478,OWNER,PRO
11680,3244,INVITATION,False,93,2020-12-08 14:52:46.286,OWNER,PRO
11684,3245,INVITATION,False,93,2020-12-08 14:53:12.872,OWNER,PRO
11688,3246,INVITATION,False,94,2020-12-09 11:12:13.852,OWNER,PRO
11690,3247,INVITATION,False,67,2020-12-09 16:25:09.464,EDITOR,PRO
11693,3248,INVITATION,False,67,2020-12-09 16:25:40.250,EDITOR,PRO
11696,3249,INVITATION,False,33,2020-12-10 09:29:27.741,OWNER,PRO
11726,3250,INVITATION,False,75,2020-12-10 12:15:25.036,OWNER,PRO
11728,3251,INVITATION,False,75,2020-12-10 12:18:16.789,OWNER,PRO
11730,3252,INVITATION,False,75,2020-12-11 09:03:54.595,OWNER,PRO
11736,3253,INVITATION,False,78,2020-12-11 09:33:06.595,OWNER,PRO
11739,3254,INVITATION,False,94,2020-12-11 10:45:18.281,EDITOR,PRO
11741,3255,INVITATION,False,93,2020-12-11 12:21:53.176,OWNER,PRO
11743,3256,INVITATION,False,93,2020-12-11 12:45:23.483,OWNER,PRO
11745,3257,INVITATION,False,94,2020-12-11 12:49:24.083,EDITOR,PRO
11748,3258,INVITATION,False,94,2020-12-11 13:03:10.404,OWNER,PRO
11750,3259,INVITATION,False,93,2020-12-11 15:02:59.102,OWNER,PRO
11752,3260,INVITATION,False,93,2020-12-11 15:30:44.656,OWNER,PRO
11754,3261,INVITATION,False,67,2020-12-11 15:31:22.499,,PRO
11755,3262,INVITATION,False,93,2020-12-11 15:39:51.882,EDITOR,PRO
11757,3263,INVITATION,False,94,2020-12-11 16:09:17.553,OWNER,PRO
11759,3264,INVITATION,False,94,2020-12-14 11:24:17.359,,PRO
11760,3265,INVITATION,False,94,2020-12-15 12:26:11.362,OWNER,PRO
11762,3266,INVITATION,False,78,2020-12-15 14:28:44.087,OWNER,PRO
11764,3267,INVITATION,False,75,2020-12-15 14:46:15.794,OWNER,PRO
11766,3268,INVITATION,False,94,2020-12-16 10:26:40.706,,PRO
11767,3269,INVITATION,False,78,2020-12-17 11:00:32.319,,PRO
11768,3270,USER,True,75,2020-12-22 11:06:44.418,EDITOR,PRO
11770,3271,INVITATION,False,78,2020-12-22 16:10:36.031,OWNER,PRO
11774,3272,INVITATION,False,75,2020-12-23 15:21:41.649,OWNER,PRO
11776,3273,INVITATION,False,75,2020-12-23 15:22:53.162,READER,PRO
11778,3274,INVITATION,False,78,2021-01-05 15:04:51.793,OWNER,PRO
11785,3275,INVITATION,False,75,2021-01-05 15:05:38.892,OWNER,PRO
11787,3276,INVITATION,False,94,2021-01-11 18:02:22.303,OWNER,PRO
11789,3278,INVITATION,False,92,2021-01-13 13:43:08.489,,PRO
11790,3280,INVITATION,False,92,2021-01-18 14:32:36.224,OWNER,PRO
11794,3281,INVITATION,False,92,2021-01-18 14:36:39.657,,PRO
11795,3282,INVITATION,False,92,2021-01-18 14:44:51.822,READER,PRO
11799,3283,INVITATION,False,92,2021-01-18 15:12:24.072,,PRO
11800,3284,INVITATION,False,92,2021-01-18 15:18:05.229,EDITOR,PRO
11803,3285,INVITATION,False,92,2021-01-18 15:20:20.859,,PRO
