,departement,statut,Nb_services,territory
11702,Hauts-de-Seine,1,2,92
11703,Val-d'Oise,1,12,95
11704,Essonne,1,4,91
11705,Essonne,0,3,91
11706,Essonne,1,4,91
11707,Yvelines,1,3,78
11708,Bas-Rhin,2,1,67
11709,Alpes-Maritimes,1,2,06
11710,Alpes-Maritimes,0,1,06
11711,Alpes-Maritimes,1,1,06
11712,Essonne,1,3,91
11713,Essonne,1,6,91
11714,Alpes-Maritimes,1,2,06
11715,Gironde,1,2,33
11716,Alpes-Maritimes,1,14,06
11717,Essonne,1,4,91
11718,Paris,1,2,75
11719,Gironde,1,2,33
11720,Essonne,1,4,91
11721,Essonne,1,4,91
11722,Essonne,1,3,91
11723,Loire-Atlantique,1,1,44
11724,Loire-Atlantique,1,2,44
11725,Loire-Atlantique,1,1,44
11726,Alpes-Maritimes,1,7,06
11727,Alpes-Maritimes,0,1,06
11728,Essonne,1,4,91
11729,Alpes-Maritimes,0,3,06
11730,Alpes-Maritimes,1,4,06
11731,Alpes-Maritimes,1,5,06
11732,Essonne,1,7,91
11733,Alpes-Maritimes,1,3,06
11734,Alpes-Maritimes,0,3,06
11735,Alpes-Maritimes,1,7,06
11736,Loire-Atlantique,1,1,44
11737,Essonne,1,4,91
11738,Essonne,1,3,91
11739,Alpes-Maritimes,0,4,06
11740,Alpes-Maritimes,1,5,06
11741,Essonne,1,3,91
11742,Alpes-Maritimes,1,6,06
11743,Alpes-Maritimes,0,2,06
11744,Alpes-Maritimes,0,2,06
11745,Alpes-Maritimes,1,3,06
11746,Essonne,1,3,91
11747,Bouches-du-Rhône,1,3,
11748,Paris,1,1,75
11749,Val-d'Oise,1,3,95
11750,Essonne,1,3,91
11751,Alpes-Maritimes,1,3,06
11752,Loire-Atlantique,1,11,44
11753,Alpes-Maritimes,1,6,06
11754,Hauts-de-Seine,0,1,92
11755,Loire-Atlantique,1,1,44
11756,Loire-Atlantique,1,1,44
11757,Gironde,1,4,33
11758,Alpes-Maritimes,1,7,06
11759,Paris,0,1,75
11760,Essonne,1,3,91
11761,Essonne,1,4,91
11762,Essonne,1,4,91
11763,Essonne,1,5,91
11764,Essonne,0,3,91
11765,Essonne,1,3,91
11766,Essonne,1,3,91
11767,Essonne,1,4,91
11768,Essonne,0,3,91
11769,Essonne,1,3,91
11770,Essonne,0,3,91
11771,Essonne,1,4,91
11772,Bas-Rhin,1,1,67
11773,Hauts-de-Seine,0,1,92
11774,Hauts-de-Seine,0,1,92
11775,Hauts-de-Seine,0,1,92
11776,Hauts-de-Seine,0,1,92
11777,Hauts-de-Seine,0,1,92
11778,Seine-et-Marne,1,4,77
11779,Paris,1,2,75
11780,Seine-et-Marne,1,5,77
11781,Val-d'Oise,1,4,95
11782,Val-d'Oise,1,3,95
11783,Val-d'Oise,1,12,95
11784,Val-d'Oise,1,1,95
11785,Val-d'Oise,1,1,95
11786,Val-d'Oise,1,2,95
11787,Val-d'Oise,1,2,95
11788,Val-d'Oise,1,1,95
11789,Paris,1,5,75
11790,Val-d'Oise,1,1,95
11791,Val-d'Oise,1,1,95
11792,Seine-et-Marne,1,5,77
11793,Val-d'Oise,1,2,95
11794,Val-d'Oise,1,1,95
11795,Val-d'Oise,1,1,95
11796,Paris,1,2,75
11797,Val-de-Marne,1,2,94
11798,Alpes-Maritimes,0,6,06
11799,Val-d'Oise,1,2,95
11800,Seine-et-Marne,1,2,77
11801,Val-de-Marne,0,2,94
11802,Alpes-Maritimes,1,1,06
11803,Alpes-Maritimes,1,1,06
11804,Alpes-Maritimes,1,1,06
11805,Alpes-Maritimes,1,1,06
11806,Val-de-Marne,1,2,94
11807,Alpes-Maritimes,1,3,06
11808,Alpes-Maritimes,0,7,06
11809,Alpes-Maritimes,0,5,06
11810,Alpes-Maritimes,0,2,06
11811,Val-d'Oise,1,2,95
11812,Val-d'Oise,1,1,95
11813,Seine-et-Marne,1,4,77
11814,Alpes-Maritimes,1,3,06
11815,Gironde,0,1,33
11816,Seine-et-Marne,0,3,77
11817,Alpes-Maritimes,1,3,06
11818,Alpes-Maritimes,1,3,06
11819,Seine-et-Marne,1,3,77
11820,Seine-et-Marne,1,4,77
11821,Seine-et-Marne,1,3,77
11822,Seine-et-Marne,1,3,77
11823,Seine-et-Marne,1,3,77
11824,Val-d'Oise,1,1,95
11825,Val-d'Oise,1,1,95
11826,Seine-et-Marne,1,3,77
11827,Seine-et-Marne,1,5,77
11828,Seine-et-Marne,1,2,77
11829,Seine-et-Marne,1,4,77
11830,Seine-et-Marne,0,4,77
11831,Seine-et-Marne,1,6,77
11832,Seine-et-Marne,1,3,77
11833,Seine-et-Marne,1,3,77
11834,Alpes-Maritimes,1,3,06
11835,Val-d'Oise,1,1,95
11836,Loire-Atlantique,1,1,44
11837,Alpes-Maritimes,0,3,06
11838,Val-d'Oise,1,1,95
11839,Val-de-Marne,1,1,94
11840,Seine-Saint-Denis,0,2,93
11841,Seine-et-Marne,1,4,77
11842,Seine-et-Marne,1,3,77
11843,Seine-et-Marne,1,4,77
11844,Seine-et-Marne,1,9,77
11845,Seine-et-Marne,0,4,77
11846,Paris,0,1,75
11847,Paris,0,7,75
11848,Seine-Saint-Denis,1,2,93
11849,Paris,0,1,75
11850,Paris,0,1,75
11851,Bouches-du-Rhône,1,2,
11852,Val-de-Marne,1,2,94
11853,Paris,0,1,75
11854,Paris,0,0,75
11855,Alpes-Maritimes,1,10,06
11856,Paris,0,1,75
11857,Bouches-du-Rhône,0,2,
11858,Bouches-du-Rhône,1,5,
11859,Essonne,1,2,91
11860,Alpes-Maritimes,0,10,06
11861,Paris,1,1,75
11862,Alpes-Maritimes,1,1,06
11863,Seine-et-Marne,1,5,77
11864,Val-d'Oise,1,5,95
11865,Val-d'Oise,0,4,95
11866,Val-de-Marne,1,6,94
11867,Gironde,1,4,33
11868,Val-d'Oise,0,5,95
11869,Val-d'Oise,0,1,95
11870,Paris,0,2,75
11871,Val-d'Oise,1,4,95
11872,Alpes-Maritimes,1,5,06
11873,Alpes-Maritimes,1,6,06
11874,Alpes-Maritimes,0,1,06
11875,Paris,1,1,75
11876,Paris,1,1,75
11877,Val-de-Marne,1,1,94
11878,Alpes-Maritimes,0,9,06
11879,Paris,1,1,75
11880,Paris,1,1,75
11881,Seine-et-Marne,1,3,77
11882,Val-de-Marne,1,1,94
11883,Val-de-Marne,1,1,94
11884,Val-d'Oise,1,3,95
11885,Val-de-Marne,1,1,94
11886,Seine-et-Marne,1,3,77
11887,Val-de-Marne,1,1,94
11888,Val-de-Marne,1,1,94
11889,Hauts-de-Seine,0,5,92
11890,Val-de-Marne,1,1,94
11891,Hauts-de-Seine,0,1,92
11892,Val-d'Oise,1,3,95
11893,Seine-et-Marne,0,8,77
11894,Val-de-Marne,1,1,94
11895,Yvelines,1,1,78
11896,Val-de-Marne,1,1,94
11897,Essonne,1,3,91
11898,Val-de-Marne,1,1,94
11899,Hauts-de-Seine,0,1,92
11900,Hauts-de-Seine,1,1,92
11901,Paris,1,1,75
11902,Paris,1,1,75
11903,Paris,1,1,75
11904,Paris,1,1,75
11905,Paris,1,1,75
11906,Paris,1,1,75
11907,Paris,1,1,75
11908,Paris,1,1,75
11909,Paris,1,1,75
11910,Val-d'Oise,1,2,95
11911,Val-d'Oise,1,3,95
11912,Paris,1,1,75
11913,Paris,1,1,75
11914,Paris,1,1,75
11915,Paris,1,1,75
11916,Paris,1,1,75
11917,Alpes-Maritimes,0,7,06
11918,Paris,1,1,75
11919,Paris,1,1,75
11920,Paris,0,1,75
11921,Loire-Atlantique,1,2,44
11922,Loire-Atlantique,1,2,44
11923,Gironde,1,1,33
11924,Gironde,1,1,33
11925,Alpes-Maritimes,1,2,06
11926,Alpes-Maritimes,1,2,06
11927,Alpes-Maritimes,0,6,06
11928,Paris,0,2,75
11929,Alpes-Maritimes,1,3,06
11930,Paris,0,1,75
11931,Val-d'Oise,1,2,95
11932,Val-de-Marne,1,1,94
11933,Paris,0,1,75
11934,Paris,0,3,75
11935,Paris,1,2,75
11936,Paris,0,4,75
11937,Loire-Atlantique,1,1,44
11938,Val-d'Oise,0,4,95
11939,Loire-Atlantique,1,2,44
11940,Loire-Atlantique,1,3,44
11941,Loire-Atlantique,1,1,44
11942,Loire-Atlantique,1,2,44
11943,Loire-Atlantique,1,8,44
11944,Loire-Atlantique,1,2,44
11945,Loire-Atlantique,1,3,44
11946,Loire-Atlantique,1,7,44
11947,Loire-Atlantique,1,3,44
11948,Seine-et-Marne,0,2,77
11949,Val-d'Oise,0,4,95
11950,Val-d'Oise,1,4,95
11951,Val-d'Oise,0,3,95
11952,Alpes-Maritimes,1,9,06
11953,Paris,0,1,75
11954,Alpes-Maritimes,1,3,06
11955,Paris,0,1,75
11956,Alpes-Maritimes,1,3,06
11957,Alpes-Maritimes,1,3,06
11958,Val-d'Oise,0,1,95
11959,Alpes-Maritimes,1,3,06
11960,Alpes-Maritimes,1,3,06
11961,Alpes-Maritimes,1,3,06
11962,Alpes-Maritimes,1,3,06
11963,Seine-et-Marne,0,1,77
11964,Alpes-Maritimes,1,3,06
11965,Paris,0,1,75
11966,Alpes-Maritimes,1,3,06
11967,Alpes-Maritimes,1,3,06
11968,Alpes-Maritimes,1,3,06
11969,Alpes-Maritimes,1,3,06
11970,Paris,1,4,75
11971,Alpes-Maritimes,1,3,06
11972,Alpes-Maritimes,1,3,06
11973,Alpes-Maritimes,1,3,06
11974,Alpes-Maritimes,1,3,06
11975,Alpes-Maritimes,1,3,06
11976,Seine-et-Marne,1,1,77
11977,Gironde,1,1,33
11978,Paris,0,2,75
11979,Paris,0,2,75
11980,Hauts-de-Seine,1,1,92
11981,Paris,0,2,75
11982,Hauts-de-Seine,1,1,92
11983,Paris,0,1,75
11984,Hauts-de-Seine,1,1,92
11985,Alpes-Maritimes,1,3,06
11986,Alpes-Maritimes,1,2,06
11987,Bas-Rhin,1,1,67
11988,Bas-Rhin,1,4,67
11989,Hauts-de-Seine,1,1,92
11990,Hauts-de-Seine,1,1,92
11991,Hauts-de-Seine,1,1,92
11992,Hauts-de-Seine,1,1,92
11993,Hauts-de-Seine,1,1,92
11994,Hauts-de-Seine,1,1,92
11995,Yvelines,1,1,78
11996,Hauts-de-Seine,1,1,92
11997,Yvelines,1,1,78
11998,Bas-Rhin,0,1,67
11999,Alpes-Maritimes,1,2,06
12000,Hauts-de-Seine,1,1,92
12001,Bas-Rhin,0,1,67
12002,Hauts-de-Seine,1,1,92
12003,Bas-Rhin,0,1,67
12004,Val-de-Marne,0,4,94
12005,Hauts-de-Seine,1,1,92
12006,Bas-Rhin,0,1,67
12007,Hauts-de-Seine,1,1,92
12008,Hauts-de-Seine,1,1,92
12009,Val-de-Marne,0,4,94
12010,Bas-Rhin,0,1,67
12011,Bas-Rhin,0,1,67
12012,Bas-Rhin,0,1,67
12013,Bas-Rhin,0,1,67
12014,Bas-Rhin,0,1,67
12015,Bas-Rhin,0,1,67
12016,Val-d'Oise,1,1,95
12017,Bas-Rhin,0,1,67
12018,Seine-et-Marne,1,1,77
12019,Bas-Rhin,1,2,67
12020,Bas-Rhin,0,1,67
12021,Val-d'Oise,1,1,95
12022,Loire-Atlantique,1,1,44
12023,Seine-et-Marne,0,2,77
12024,Bas-Rhin,0,1,67
12025,Bas-Rhin,0,1,67
12026,Seine-et-Marne,0,1,77
12027,Bas-Rhin,0,1,67
12028,Bas-Rhin,0,2,67
12029,Seine-et-Marne,1,6,77
12030,Seine-et-Marne,0,1,77
12031,Seine-et-Marne,1,4,77
12032,Gironde,1,1,33
12033,Bas-Rhin,0,2,67
12034,Bas-Rhin,0,1,67
12035,Bas-Rhin,0,2,67
12036,Bas-Rhin,0,1,67
12037,Paris,1,1,75
12038,Bas-Rhin,0,1,67
12039,Bas-Rhin,0,3,67
12040,Gironde,1,2,33
12041,Bas-Rhin,0,1,67
12042,Bas-Rhin,0,2,67
12043,Val-d'Oise,0,1,95
12044,Essonne,1,1,91
12045,Seine-et-Marne,1,4,77
12046,Essonne,1,1,91
12047,Essonne,1,1,91
12048,Essonne,1,2,91
12049,Loire-Atlantique,1,1,44
12050,Essonne,0,3,91
12051,Val-d'Oise,0,5,95
12052,Val-d'Oise,1,1,95
12053,Gironde,1,1,33
12054,Val-d'Oise,0,1,95
12055,Val-d'Oise,0,4,95
12056,Essonne,0,3,91
12057,Essonne,0,3,91
12058,Val-d'Oise,0,2,95
12059,Essonne,1,2,91
12060,Gironde,0,2,33
12061,Essonne,1,2,91
12062,Val-d'Oise,1,3,95
12063,Val-d'Oise,1,3,95
12064,Val-d'Oise,1,4,95
12065,Seine-et-Marne,1,5,77
12066,Val-d'Oise,0,1,95
12067,Essonne,0,3,91
12068,Essonne,0,3,91
12069,Essonne,0,3,91
12070,Val-d'Oise,1,3,95
12071,Val-d'Oise,0,3,95
12072,Val-d'Oise,1,3,95
12073,Val-d'Oise,1,3,95
12074,Val-d'Oise,1,2,95
12075,Val-d'Oise,1,2,95
12076,Val-d'Oise,1,4,95
12077,Val-d'Oise,1,4,95
12078,Val-d'Oise,1,3,95
12079,Val-d'Oise,1,3,95
12080,Val-de-Marne,0,4,94
12081,Val-d'Oise,1,1,95
12082,Alpes-Maritimes,0,1,06
12083,Val-d'Oise,1,2,95
12084,Val-d'Oise,1,1,95
12085,Bouches-du-Rhône,0,4,
12086,Val-d'Oise,1,4,95
12087,Val-d'Oise,1,1,95
12088,Bouches-du-Rhône,1,2,
12089,Val-d'Oise,1,1,95
12090,Bouches-du-Rhône,1,3,
12091,Val-d'Oise,1,1,95
12092,Bouches-du-Rhône,1,7,
12093,Bas-Rhin,1,1,67
12094,Paris,0,2,75
12095,Paris,0,0,75
12096,Bas-Rhin,0,3,67
12097,Paris,0,1,75
12098,Bas-Rhin,0,4,67
12099,Bas-Rhin,0,1,67
12100,Val-d'Oise,1,1,95
12101,Bas-Rhin,0,1,67
12102,Val-d'Oise,1,1,95
12103,Val-d'Oise,1,2,95
12104,Paris,0,1,75
12105,Bas-Rhin,0,1,67
12106,Bouches-du-Rhône,1,3,
12107,Yvelines,1,1,78
12108,Yvelines,1,1,78
12109,Yvelines,1,1,78
12110,Yvelines,1,1,78
12111,Alpes-Maritimes,0,5,06
12112,Yvelines,1,1,78
12113,Bas-Rhin,0,1,67
12114,Alpes-Maritimes,0,1,06
12115,Alpes-Maritimes,0,1,06
12116,Bas-Rhin,0,1,67
12117,Bouches-du-Rhône,0,8,
12118,Yvelines,1,2,78
12119,Seine-Maritime,0,2,
12120,Paris,1,1,75
12121,Yvelines,1,2,78
12122,Yvelines,1,1,78
12123,Yvelines,1,1,78
12124,Yvelines,1,1,78
12125,Yvelines,1,1,78
12126,Yvelines,1,1,78
12127,Yvelines,1,1,78
12128,Yvelines,1,1,78
12129,Essonne,0,3,91
12130,Essonne,0,3,91
12131,Essonne,0,3,91
12132,Val-d'Oise,1,1,95
12133,Val-d'Oise,0,1,95
12134,Bas-Rhin,1,1,67
12135,Val-d'Oise,1,1,95
12136,Val-d'Oise,0,2,95
12137,Val-d'Oise,0,1,95
12138,Val-d'Oise,1,2,95
12139,Val-d'Oise,0,1,95
12140,Val-d'Oise,0,1,95
12141,Seine-et-Marne,1,4,77
12142,Seine-et-Marne,1,6,77
12143,Seine-et-Marne,0,4,77
12144,Bouches-du-Rhône,1,7,
12145,Val-d'Oise,0,0,95
12146,Bouches-du-Rhône,1,2,
12147,Bouches-du-Rhône,1,3,
12148,Val-de-Marne,0,2,94
12149,Val-d'Oise,1,1,95
12150,Essonne,0,3,91
12151,Essonne,0,3,91
12152,Essonne,0,3,91
12153,Essonne,0,2,91
12154,Essonne,0,2,91
12155,Bouches-du-Rhône,1,3,
12156,Val-d'Oise,1,1,95
12157,Bouches-du-Rhône,1,7,
12158,Bouches-du-Rhône,1,2,
12159,Bouches-du-Rhône,1,1,
12160,Bouches-du-Rhône,0,1,
12161,Bouches-du-Rhône,1,4,
12162,Val-de-Marne,0,4,94
12163,Val-de-Marne,0,4,94
12164,Val-de-Marne,0,4,94
12165,Val-de-Marne,0,4,94
12166,Bouches-du-Rhône,0,0,
12167,Bouches-du-Rhône,0,2,
12168,Bouches-du-Rhône,1,2,
12169,Bouches-du-Rhône,1,2,
12170,Bouches-du-Rhône,0,1,
12171,Bouches-du-Rhône,0,1,
12172,Bouches-du-Rhône,1,5,
12173,Paris,0,2,75
12174,Gironde,0,2,33
12175,Gironde,1,1,33
12176,Essonne,0,1,91
12177,Essonne,0,1,91
12178,Essonne,0,1,91
12179,Essonne,0,1,91
12180,Essonne,0,1,91
12181,Essonne,0,1,91
12182,Essonne,0,1,91
12183,Val-d'Oise,1,2,95
12184,Essonne,0,1,91
12185,Val-d'Oise,1,1,95
12186,Gironde,0,2,33
12187,Val-d'Oise,1,4,95
12188,Seine-et-Marne,1,1,77
12189,Val-d'Oise,1,1,95
12190,Seine-et-Marne,1,5,77
12191,Bouches-du-Rhône,1,3,
12192,Bouches-du-Rhône,1,4,
12193,Val-d'Oise,1,1,95
12194,Bouches-du-Rhône,0,3,
12195,Bouches-du-Rhône,1,3,
12196,Seine-et-Marne,1,1,77
12197,Val-d'Oise,1,1,95
12198,Bouches-du-Rhône,1,2,
12199,Val-d'Oise,1,1,95
12200,Val-d'Oise,1,3,95
12201,Bouches-du-Rhône,1,2,
12202,Val-d'Oise,1,3,95
12203,Seine-et-Marne,1,8,77
12204,Val-d'Oise,1,1,95
12205,Bouches-du-Rhône,1,3,
12206,Bouches-du-Rhône,1,1,
12207,Bouches-du-Rhône,0,1,
12208,Bouches-du-Rhône,0,4,
12209,Bouches-du-Rhône,0,3,
12210,Bouches-du-Rhône,1,4,
12211,Bouches-du-Rhône,1,9,
12212,Bouches-du-Rhône,0,3,
12213,Bouches-du-Rhône,1,3,
12214,Bouches-du-Rhône,0,2,
12215,Val-d'Oise,1,1,95
12216,Bouches-du-Rhône,0,1,
12217,Bouches-du-Rhône,1,4,
12218,Bouches-du-Rhône,0,1,
12219,Bouches-du-Rhône,0,4,
12220,Bouches-du-Rhône,1,4,
12221,Bouches-du-Rhône,0,5,
12222,Bouches-du-Rhône,0,1,
12223,Bouches-du-Rhône,0,5,
12224,Bouches-du-Rhône,0,3,
12225,Seine-et-Marne,1,3,77
12226,Bouches-du-Rhône,1,4,
12227,Bouches-du-Rhône,1,5,
12228,Bouches-du-Rhône,1,5,
12229,Bouches-du-Rhône,1,4,
12230,Alpes-Maritimes,1,1,06
12231,Alpes-Maritimes,1,1,06
12232,Alpes-Maritimes,1,1,06
12233,Alpes-Maritimes,1,1,06
12234,Alpes-Maritimes,1,1,06
12235,Essonne,0,6,91
12236,Alpes-Maritimes,1,1,06
12237,Essonne,0,3,91
12238,Alpes-Maritimes,1,1,06
12239,Alpes-Maritimes,1,1,06
12240,Alpes-Maritimes,1,1,06
12241,Essonne,0,6,91
12242,Alpes-Maritimes,0,1,06
12243,Alpes-Maritimes,1,1,06
12244,Essonne,0,6,91
12245,Alpes-Maritimes,1,1,06
12246,Essonne,0,3,91
12247,Alpes-Maritimes,1,1,06
12248,Bouches-du-Rhône,0,4,
12249,Alpes-Maritimes,1,1,06
12250,Essonne,0,3,91
12251,Bouches-du-Rhône,1,3,
12252,Essonne,0,6,91
12253,Essonne,0,3,91
12254,Essonne,0,3,91
12255,Essonne,0,6,91
12256,Essonne,0,6,91
12257,Bouches-du-Rhône,1,1,
12258,Essonne,0,6,91
12259,Bouches-du-Rhône,0,0,
12260,Essonne,0,6,91
12261,Essonne,0,6,91
12262,Paris,0,2,75
12263,Essonne,0,6,91
12264,Paris,0,1,75
12265,Essonne,0,6,91
12266,Paris,1,1,75
12267,Essonne,1,1,91
12268,Essonne,0,6,91
12269,Essonne,1,1,91
12270,Essonne,0,6,91
12271,Essonne,1,1,91
12272,Essonne,1,1,91
12273,Paris,0,2,75
12274,Essonne,1,1,91
12275,Essonne,1,1,91
12276,Essonne,1,1,91
12277,Essonne,1,1,91
12278,Paris,0,2,75
12279,Bas-Rhin,0,1,67
12280,Essonne,1,1,91
12281,Bas-Rhin,0,1,67
12282,Essonne,1,1,91
12283,Essonne,1,1,91
12284,Bas-Rhin,0,1,67
12285,Seine-et-Marne,1,1,77
12286,Bas-Rhin,0,2,67
12287,Gironde,0,2,33
12288,Seine-et-Marne,0,1,77
12289,Bas-Rhin,0,1,67
12290,Gironde,0,2,33
12291,Bas-Rhin,0,1,67
12292,Gironde,0,2,33
12293,Bas-Rhin,0,1,67
12294,Seine-et-Marne,0,4,77
12295,Bas-Rhin,0,1,67
12296,Bas-Rhin,0,2,67
12297,Bas-Rhin,0,1,67
12298,Essonne,0,6,91
12299,Seine-et-Marne,0,1,77
12300,Bas-Rhin,0,0,67
12301,Essonne,0,6,91
12302,Seine-et-Marne,1,1,77
12303,Essonne,0,1,91
12304,Bas-Rhin,0,1,67
12305,Essonne,0,6,91
12306,Seine-et-Marne,1,2,77
12307,Seine-et-Marne,1,5,77
12308,Essonne,0,2,91
12309,Seine-et-Marne,1,1,77
12310,Val-de-Marne,0,2,94
12311,Seine-et-Marne,0,1,77
12312,Val-de-Marne,0,1,94
12313,Seine-et-Marne,0,1,77
12314,Bas-Rhin,0,1,67
12315,Bas-Rhin,0,1,67
12316,Bas-Rhin,0,1,67
12317,Bas-Rhin,0,1,67
12318,Bas-Rhin,0,1,67
12319,Bas-Rhin,0,1,67
12320,Bas-Rhin,0,2,67
12321,Bas-Rhin,0,1,67
12322,Bas-Rhin,0,1,67
12323,Essonne,0,6,91
12324,Bas-Rhin,0,1,67
12325,Bas-Rhin,0,1,67
12326,Gironde,1,2,33
12327,Seine-Saint-Denis,1,2,93
12328,Seine-et-Marne,1,2,77
12329,Gironde,0,2,33
12330,Seine-et-Marne,0,6,77
12331,Seine-et-Marne,0,1,77
12332,Gironde,0,2,33
12333,Gironde,0,2,33
12334,Seine-et-Marne,0,5,77
12335,Gironde,0,2,33
12336,Seine-et-Marne,0,6,77
12337,Seine-et-Marne,0,1,77
12338,Seine-et-Marne,0,6,77
12339,Gironde,0,3,33
12340,Seine-et-Marne,0,6,77
12341,Seine-et-Marne,0,6,77
12342,Seine-et-Marne,1,1,77
12343,Seine-et-Marne,0,6,77
12344,Gironde,0,2,33
12345,Seine-et-Marne,0,6,77
12346,Seine-et-Marne,0,6,77
12347,Gironde,1,2,33
12348,Seine-et-Marne,0,6,77
12349,Seine-et-Marne,0,6,77
12350,Seine-et-Marne,0,1,77
12351,Gironde,0,1,33
12352,Seine-et-Marne,0,6,77
12353,Seine-et-Marne,0,6,77
12354,Seine-et-Marne,0,6,77
12355,Seine-et-Marne,0,6,77
12356,Seine-et-Marne,0,6,77
12357,Seine-et-Marne,0,6,77
12358,Seine-et-Marne,0,2,77
12359,Bas-Rhin,0,1,67
12360,Bas-Rhin,0,1,67
12361,Bas-Rhin,0,1,67
12362,Bas-Rhin,0,2,67
12363,Gironde,1,3,33
12364,Bas-Rhin,0,2,67
12365,Bouches-du-Rhône,0,2,
12366,Bas-Rhin,0,1,67
12367,Bas-Rhin,0,3,67
12368,Gironde,0,1,33
12369,Gironde,0,1,33
12370,Seine-et-Marne,1,4,77
12371,Seine-et-Marne,1,4,77
12372,Seine-et-Marne,1,4,77
12373,Seine-et-Marne,1,4,77
12374,Seine-et-Marne,1,4,77
12375,Seine-et-Marne,0,4,77
12376,Seine-et-Marne,1,4,77
12377,Bas-Rhin,0,3,67
12378,Bas-Rhin,0,1,67
12379,Bas-Rhin,0,2,67
12380,Bas-Rhin,0,1,67
12381,Bas-Rhin,0,1,67
12382,Bas-Rhin,0,1,67
12383,Bas-Rhin,0,1,67
12384,Bas-Rhin,0,2,67
12385,Bas-Rhin,0,1,67
12386,Bas-Rhin,0,2,67
12387,Bas-Rhin,0,2,67
12388,Bas-Rhin,0,1,67
12389,Bas-Rhin,0,1,67
12390,Bas-Rhin,0,1,67
12391,Bas-Rhin,0,2,67
12392,Bas-Rhin,0,2,67
12393,Bas-Rhin,0,2,67
12394,Bas-Rhin,0,2,67
12395,Bas-Rhin,0,2,67
12396,Bas-Rhin,0,2,67
12397,Bas-Rhin,0,1,67
12398,Bas-Rhin,0,1,67
12399,Seine-et-Marne,1,1,77
12400,Seine-et-Marne,1,1,77
12401,Seine-et-Marne,0,1,77
12402,Seine-et-Marne,0,1,77
12403,Essonne,1,1,91
12404,Seine-et-Marne,0,1,77
12405,Seine-et-Marne,0,1,77
12406,Seine-et-Marne,0,1,77
12407,Paris,1,1,75
12408,Essonne,0,2,91
12409,Essonne,0,1,91
12410,Val-d'Oise,0,2,95
12411,Essonne,0,4,91
12412,Essonne,0,1,91
12413,Essonne,0,1,91
12414,Essonne,0,1,91
12415,Val-d'Oise,0,1,95
12416,Val-d'Oise,0,1,95
12417,Val-d'Oise,0,3,95
12418,Val-d'Oise,0,1,95
12419,Val-d'Oise,0,1,95
12420,Val-d'Oise,0,1,95
12421,Val-d'Oise,0,1,95
12422,Val-d'Oise,0,1,95
12423,Val-d'Oise,0,2,95
12424,Seine-et-Marne,1,1,77
12425,Gironde,0,1,33
12426,Paris,0,1,75
12427,Essonne,0,3,91
12428,Gironde,1,1,33
12429,Gironde,0,1,33
12430,Gironde,0,1,33
12431,Gironde,1,1,33
12432,Seine-et-Marne,1,2,77
12433,Seine-et-Marne,0,1,77
12434,Essonne,1,3,91
12435,Essonne,1,6,91
12436,Seine-et-Marne,0,1,77
12437,Essonne,0,3,91
12438,Seine-et-Marne,0,1,77
12439,Essonne,0,3,91
12440,Essonne,0,3,91
12441,Essonne,0,3,91
12442,Essonne,0,3,91
12443,Essonne,0,3,91
12444,Seine-et-Marne,0,1,77
12445,Essonne,0,3,91
12446,Essonne,0,3,91
12447,Essonne,0,3,91
12448,Essonne,0,3,91
12449,Essonne,0,3,91
12450,Essonne,0,3,91
12451,Seine-et-Marne,0,2,77
12452,Bouches-du-Rhône,0,5,
12453,Essonne,0,3,91
12454,Essonne,0,3,91
12455,Seine-et-Marne,0,2,77
12456,Essonne,0,3,91
12457,Essonne,0,3,91
12458,Essonne,0,3,91
12459,Gironde,0,1,33
12460,Essonne,0,3,91
12461,Seine-et-Marne,0,1,77
12462,Essonne,0,3,91
12463,Essonne,0,3,91
12464,Essonne,0,3,91
12465,Paris,0,1,75
12466,Seine-et-Marne,0,1,77
12467,Essonne,1,3,91
12468,Bouches-du-Rhône,0,3,
12469,Essonne,1,7,91
12470,Gironde,0,2,33
12471,Seine-et-Marne,0,2,77
12472,Seine-et-Marne,0,2,77
12473,Gironde,1,2,33
12474,Essonne,1,4,91
12475,Essonne,1,2,91
12476,Gironde,0,1,33
12477,Essonne,1,4,91
12478,Seine-et-Marne,0,3,77
12479,Essonne,0,1,91
12480,Seine-et-Marne,0,2,77
12481,Seine-et-Marne,0,2,77
12482,Essonne,0,3,91
12483,Essonne,0,3,91
12484,Essonne,1,4,91
12485,Essonne,0,3,91
12486,Essonne,1,4,91
12487,Essonne,1,6,91
12488,Seine-et-Marne,1,2,77
12489,Seine-et-Marne,1,2,77
12490,Seine-et-Marne,1,2,77
12491,Seine-et-Marne,0,3,77
12492,Seine-et-Marne,1,2,77
12493,Seine-et-Marne,0,3,77
12494,Seine-et-Marne,1,2,77
12495,Seine-et-Marne,0,1,77
12496,Seine-et-Marne,0,1,77
12497,Seine-et-Marne,0,1,77
12498,Seine-et-Marne,1,6,77
12499,Seine-et-Marne,1,2,77
12500,Seine-et-Marne,1,3,77
12501,Seine-et-Marne,0,1,77
12502,Seine-et-Marne,0,1,77
12503,Seine-et-Marne,0,1,77
12504,Hauts-de-Seine,0,3,92
12505,Seine-et-Marne,0,1,77
12506,Seine-et-Marne,1,2,77
12507,Seine-et-Marne,1,1,77
12508,Seine-et-Marne,0,5,77
12509,Seine-et-Marne,0,3,77
