,monthly,lieu_id,territoire,check,status_PRO
98364,2021-12,5241,93,2021-125241,1
98427,2021-12,13411,13,2021-1213411,1
98433,2021-12,14557,13,2021-1214557,1
98434,2021-12,15476,15,2021-1215476,1
98466,2021-12,14555,13,2021-1214555,1
98497,2021-12,14556,13,2021-1214556,1
98506,2021-12,14558,13,2021-1214558,1
98529,2021-12,14559,13,2021-1214559,1
98548,2021-12,13088,13,2021-1213088,1
98566,2021-12,11795,06,2021-1211795,1
98644,2021-12,5643,44,2021-125643,1
98691,2021-12,5647,44,2021-125647,1
98748,2021-12,2806,93,2021-122806,1
98926,2021-12,7082,78,2021-127082,1
99030,2021-12,14563,13,2021-1214563,1
99065,2021-12,14564,13,2021-1214564,1
99094,2021-12,14565,13,2021-1214565,1
99097,2021-12,2500,75,2021-122500,1
99105,2021-12,14571,13,2021-1214571,1
99120,2021-12,14572,13,2021-1214572,1
99140,2021-12,14573,13,2021-1214573,1
99158,2021-12,14575,13,2021-1214575,1
99166,2021-12,14576,13,2021-1214576,1
99175,2021-12,14578,13,2021-1214578,1
99189,2021-12,14580,13,2021-1214580,1
99214,2021-12,14587,13,2021-1214587,1
99224,2021-12,14589,13,2021-1214589,1
99230,2021-12,14590,13,2021-1214590,1
99236,2021-12,2197,75,2021-122197,1
99240,2021-12,12250,95,2021-1212250,1
99245,2021-12,12251,95,2021-1212251,1
99250,2021-12,12252,95,2021-1212252,1
99251,2021-12,12253,95,2021-1212253,1
99256,2021-12,12254,95,2021-1212254,1
99261,2021-12,13058,95,2021-1213058,1
99262,2021-12,13059,95,2021-1213059,1
99304,2021-12,1900,33,2021-121900,1
99317,2021-12,1756,33,2021-121756,1
99331,2021-12,1899,33,2021-121899,1
99338,2021-12,6255,33,2021-126255,1
99346,2021-12,6196,94,2021-126196,1
99357,2021-12,6427,44,2021-126427,1
99358,2021-12,10244,33,2021-1210244,1
99362,2021-12,1919,33,2021-121919,1
99366,2021-12,10677,33,2021-1210677,1
99374,2021-12,12864,33,2021-1212864,1
99382,2021-12,5760,94,2021-125760,1
99391,2021-12,14188,94,2021-1214188,1
99398,2021-12,6296,33,2021-126296,1
99406,2021-12,6170,33,2021-126170,1
99412,2021-12,6817,94,2021-126817,1
99413,2021-12,6819,94,2021-126819,1
99419,2021-12,1955,33,2021-121955,1
99424,2021-12,2206,67,2021-122206,1
99425,2021-12,1941,33,2021-121941,1
99440,2021-12,4700,33,2021-124700,1
99446,2021-12,14533,36,2021-1214533,1
99462,2021-12,9442,06,2021-129442,1
99464,2021-12,15478,94,2021-1215478,1
99471,2021-12,9441,06,2021-129441,1
99473,2021-12,14535,36,2021-1214535,1
99485,2021-12,2261,67,2021-122261,1
99491,2021-12,14538,36,2021-1214538,1
99501,2021-12,3097,92,2021-123097,1
99505,2021-12,14539,36,2021-1214539,1
99506,2021-12,3098,92,2021-123098,1
99511,2021-12,14540,36,2021-1214540,1
99516,2021-12,14534,36,2021-1214534,1
99522,2021-12,121,75,2021-12121,1
99525,2021-12,14536,36,2021-1214536,1
99528,2021-12,8861,44,2021-128861,1
99542,2021-12,898,75,2021-12898,1
99545,2021-12,8324,44,2021-128324,1
99553,2021-12,3116,93,2021-123116,1
99556,2021-12,4715,33,2021-124715,1
99560,2021-12,4716,33,2021-124716,1
99565,2021-12,3964,92,2021-123964,1
99566,2021-12,5686,75,2021-125686,1
99589,2021-12,14444,36,2021-1214444,1
99604,2021-12,5900,78,2021-125900,1
99649,2021-12,10795,95,2021-1210795,1
99682,2021-12,3719,94,2021-123719,1
99699,2021-12,7100,78,2021-127100,1
99768,2021-12,174,75,2021-12174,1
99769,2021-12,151,75,2021-12151,1
99823,2021-12,15064,36,2021-1215064,1
99859,2021-12,6766,75,2021-126766,1
99885,2021-12,14398,36,2021-1214398,1
99917,2021-12,1976,44,2021-121976,1
99949,2021-12,11237,92,2021-1211237,1
99961,2021-12,3745,75,2021-123745,1
99985,2021-12,6266,33,2021-126266,1
100000,2021-12,3806,33,2021-123806,1
100022,2021-12,5863,33,2021-125863,1
100033,2021-12,11779,06,2021-1211779,1
100049,2021-12,15724,92,2021-1215724,1
100056,2021-12,5572,33,2021-125572,1
100107,2021-12,12228,77,2021-1212228,1
100110,2021-12,8137,33,2021-128137,1
100167,2021-12,11784,06,2021-1211784,1
100171,2021-12,11789,06,2021-1211789,1
100210,2021-12,11102,92,2021-1211102,1
100211,2021-12,11122,92,2021-1211122,1
100213,2021-12,889,75,2021-12889,1
100232,2021-12,14930,75,2021-1214930,1
100233,2021-12,7110,44,2021-127110,1
100239,2021-12,7297,78,2021-127297,1
100347,2021-12,13349,67,2021-1213349,1
100356,2021-12,3443,92,2021-123443,1
100362,2021-12,6263,33,2021-126263,1
100375,2021-12,15462,36,2021-1215462,1
100403,2021-12,4950,75,2021-124950,1
100414,2021-12,11058,92,2021-1211058,1
100418,2021-12,15468,36,2021-1215468,1
100424,2021-12,9639,94,2021-129639,1
100435,2021-12,6188,75,2021-126188,1
100454,2021-12,2520,75,2021-122520,1
100472,2021-12,109,75,2021-12109,1
100517,2021-12,12212,94,2021-1212212,1
100531,2021-12,10705,75,2021-1210705,1
100537,2021-12,15021,76,2021-1215021,1
100573,2021-12,3830,92,2021-123830,1
100587,2021-12,4732,33,2021-124732,1
100596,2021-12,6208,92,2021-126208,1
100621,2021-12,2279,67,2021-122279,1
100637,2021-12,3840,33,2021-123840,1
100674,2021-12,2004,44,2021-122004,1
100709,2021-12,6542,94,2021-126542,1
100894,2021-12,5516,34,2021-125516,1
100971,2021-12,5098,44,2021-125098,1
100973,2021-12,9693,44,2021-129693,1
100978,2021-12,5448,44,2021-125448,1
100996,2021-12,6659,92,2021-126659,1
101001,2021-12,3070,92,2021-123070,1
101008,2021-12,2928,92,2021-122928,1
101009,2021-12,6593,78,2021-126593,1
101018,2021-12,12702,06,2021-1212702,1
101035,2021-12,13061,77,2021-1213061,1
101054,2021-12,3520,75,2021-123520,1
101074,2021-12,42,75,2021-1242,1
101086,2021-12,3805,78,2021-123805,1
101093,2021-12,7322,92,2021-127322,1
101099,2021-12,5774,94,2021-125774,1
101122,2021-12,1702,75,2021-121702,1
101134,2021-12,11135,67,2021-1211135,1
101147,2021-12,6143,78,2021-126143,1
101161,2021-12,1703,75,2021-121703,1
101165,2021-12,9790,78,2021-129790,1
101186,2021-12,9797,78,2021-129797,1
101188,2021-12,11344,78,2021-1211344,1
101190,2021-12,9791,78,2021-129791,1
101192,2021-12,2781,75,2021-122781,1
101194,2021-12,12259,77,2021-1212259,1
101211,2021-12,4410,78,2021-124410,1
101235,2021-12,6836,75,2021-126836,1
101279,2021-12,3740,75,2021-123740,1
101284,2021-12,14560,13,2021-1214560,1
101286,2021-12,6656,94,2021-126656,1
101290,2021-12,6500,78,2021-126500,1
101296,2021-12,14618,06,2021-1214618,1
101298,2021-12,2902,93,2021-122902,1
101304,2021-12,11015,92,2021-1211015,1
101305,2021-12,1998,44,2021-121998,1
101307,2021-12,5832,93,2021-125832,1
101309,2021-12,11016,92,2021-1211016,1
101323,2021-12,185,75,2021-12185,1
101327,2021-12,10070,92,2021-1210070,1
101331,2021-12,12704,06,2021-1212704,1
101332,2021-12,12707,06,2021-1212707,1
101334,2021-12,188,75,2021-12188,1
101335,2021-12,10851,95,2021-1210851,1
101338,2021-12,10852,95,2021-1210852,1
101339,2021-12,13043,95,2021-1213043,1
101350,2021-12,1946,33,2021-121946,1
101364,2021-12,2898,77,2021-122898,1
101366,2021-12,2280,67,2021-122280,1
101400,2021-12,335,75,2021-12335,1
101401,2021-12,2203,67,2021-122203,1
101402,2021-12,6501,78,2021-126501,1
101407,2021-12,6502,78,2021-126502,1
101408,2021-12,5758,77,2021-125758,1
101409,2021-12,3658,92,2021-123658,1
101418,2021-12,1938,33,2021-121938,1
101419,2021-12,4372,78,2021-124372,1
101423,2021-12,10360,67,2021-1210360,1
101426,2021-12,7005,78,2021-127005,1
101433,2021-12,7006,78,2021-127006,1
101437,2021-12,7007,78,2021-127007,1
101442,2021-12,7081,78,2021-127081,1
101446,2021-12,7008,78,2021-127008,1
101452,2021-12,10636,67,2021-1210636,1
101458,2021-12,14269,13,2021-1214269,1
101459,2021-12,15103,13,2021-1215103,1
101466,2021-12,13469,13,2021-1213469,1
101475,2021-12,6166,33,2021-126166,1
101476,2021-12,6252,78,2021-126252,1
101479,2021-12,10786,78,2021-1210786,1
101486,2021-12,21,75,2021-1221,1
101489,2021-12,14469,77,2021-1214469,1
101490,2021-12,14561,77,2021-1214561,1
101491,2021-12,14562,77,2021-1214562,1
101492,2021-12,14470,77,2021-1214470,1
101493,2021-12,4771,33,2021-124771,1
101497,2021-12,6356,94,2021-126356,1
101501,2021-12,5086,44,2021-125086,1
101510,2021-12,8099,78,2021-128099,1
101511,2021-12,6833,94,2021-126833,1
101512,2021-12,11748,78,2021-1211748,1
101516,2021-12,6322,94,2021-126322,1
101519,2021-12,5170,78,2021-125170,1
101523,2021-12,3086,92,2021-123086,1
101528,2021-12,7254,75,2021-127254,1
101531,2021-12,11444,06,2021-1211444,1
101537,2021-12,8058,78,2021-128058,1
101539,2021-12,6236,78,2021-126236,1
101548,2021-12,11220,92,2021-1211220,1
101551,2021-12,13283,77,2021-1213283,1
101563,2021-12,14546,36,2021-1214546,1
101568,2021-12,13450,13,2021-1213450,1
101569,2021-12,10604,67,2021-1210604,1
101570,2021-12,15443,13,2021-1215443,1
101571,2021-12,11532,67,2021-1211532,1
101572,2021-12,13822,13,2021-1213822,1
101573,2021-12,7568,44,2021-127568,1
101574,2021-12,1765,33,2021-121765,1
101585,2021-12,2820,92,2021-122820,1
101608,2021-12,139,93,2021-12139,1
101609,2021-12,5831,33,2021-125831,1
101619,2021-12,9684,67,2021-129684,1
101640,2021-12,2723,92,2021-122723,1
101646,2021-12,2829,92,2021-122829,1
101652,2021-12,2803,93,2021-122803,1
101655,2021-12,2736,92,2021-122736,1
101658,2021-12,14693,76,2021-1214693,1
101669,2021-12,15079,44,2021-1215079,1
101677,2021-12,3441,92,2021-123441,1
101690,2021-12,2725,92,2021-122725,1
101692,2021-12,2726,92,2021-122726,1
101693,2021-12,2888,92,2021-122888,1
101694,2021-12,2730,92,2021-122730,1
101696,2021-12,3958,92,2021-123958,1
101706,2021-12,15078,44,2021-1215078,1
101715,2021-12,12393,94,2021-1212393,1
101728,2021-12,11222,67,2021-1211222,1
101731,2021-12,15081,44,2021-1215081,1
101742,2021-12,2357,67,2021-122357,1
101744,2021-12,2830,92,2021-122830,1
101757,2021-12,5586,33,2021-125586,1
101759,2021-12,13697,77,2021-1213697,1
101760,2021-12,14748,77,2021-1214748,1
101762,2021-12,14750,77,2021-1214750,1
101763,2021-12,13688,77,2021-1213688,1
101768,2021-12,12144,94,2021-1212144,1
101769,2021-12,12146,94,2021-1212146,1
101770,2021-12,12145,94,2021-1212145,1
101771,2021-12,12147,94,2021-1212147,1
101772,2021-12,12148,94,2021-1212148,1
101773,2021-12,12150,94,2021-1212150,1
101774,2021-12,12151,94,2021-1212151,1
101775,2021-12,12152,94,2021-1212152,1
101777,2021-12,12163,94,2021-1212163,1
101779,2021-12,14265,94,2021-1214265,1
101781,2021-12,15336,94,2021-1215336,1
101782,2021-12,15556,94,2021-1215556,1
101797,2021-12,12881,92,2021-1212881,1
101798,2021-12,13945,95,2021-1213945,1
101803,2021-12,11005,78,2021-1211005,1
101804,2021-12,11006,78,2021-1211006,1
101805,2021-12,11007,78,2021-1211007,1
101817,2021-12,11205,06,2021-1211205,1
101818,2021-12,11203,06,2021-1211203,1
101819,2021-12,11202,06,2021-1211202,1
101820,2021-12,11168,06,2021-1211168,1
101821,2021-12,11674,06,2021-1211674,1
101823,2021-12,11668,06,2021-1211668,1
101824,2021-12,11667,06,2021-1211667,1
101826,2021-12,11669,06,2021-1211669,1
101827,2021-12,11670,06,2021-1211670,1
101828,2021-12,11160,06,2021-1211160,1
101829,2021-12,11162,06,2021-1211162,1
101830,2021-12,11175,06,2021-1211175,1
101831,2021-12,12598,06,2021-1212598,1
101832,2021-12,11174,06,2021-1211174,1
101833,2021-12,12597,06,2021-1212597,1
101834,2021-12,11271,06,2021-1211271,1
101835,2021-12,12591,06,2021-1212591,1
101836,2021-12,12589,06,2021-1212589,1
101837,2021-12,12583,06,2021-1212583,1
101838,2021-12,11164,06,2021-1211164,1
101839,2021-12,12579,06,2021-1212579,1
101840,2021-12,12577,06,2021-1212577,1
101841,2021-12,12576,06,2021-1212576,1
101842,2021-12,12573,06,2021-1212573,1
101843,2021-12,12571,06,2021-1212571,1
101844,2021-12,12569,06,2021-1212569,1
101845,2021-12,12568,06,2021-1212568,1
101846,2021-12,11671,06,2021-1211671,1
101848,2021-12,11161,06,2021-1211161,1
101849,2021-12,14787,76,2021-1214787,1
101850,2021-12,11189,06,2021-1211189,1
101852,2021-12,11188,06,2021-1211188,1
101853,2021-12,11182,06,2021-1211182,1
101854,2021-12,11181,06,2021-1211181,1
101856,2021-12,11178,06,2021-1211178,1
101857,2021-12,11172,06,2021-1211172,1
101858,2021-12,11177,06,2021-1211177,1
101859,2021-12,11173,06,2021-1211173,1
101860,2021-12,11171,06,2021-1211171,1
101861,2021-12,11167,06,2021-1211167,1
101862,2021-12,11191,06,2021-1211191,1
101863,2021-12,11179,06,2021-1211179,1
101864,2021-12,11672,06,2021-1211672,1
101865,2021-12,11673,06,2021-1211673,1
101866,2021-12,11165,06,2021-1211165,1
101867,2021-12,11166,06,2021-1211166,1
101868,2021-12,11170,06,2021-1211170,1
101869,2021-12,11169,06,2021-1211169,1
101874,2021-12,12515,06,2021-1212515,1
101875,2021-12,11193,06,2021-1211193,1
101876,2021-12,11452,06,2021-1211452,1
101877,2021-12,12200,06,2021-1212200,1
101878,2021-12,12201,06,2021-1212201,1
101879,2021-12,12202,06,2021-1212202,1
101880,2021-12,12203,06,2021-1212203,1
101881,2021-12,12204,06,2021-1212204,1
101882,2021-12,12205,06,2021-1212205,1
101883,2021-12,11675,06,2021-1211675,1
101884,2021-12,11272,06,2021-1211272,1
101885,2021-12,2783,75,2021-122783,1
101897,2021-12,45,75,2021-1245,1
101914,2021-12,46,75,2021-1246,1
101926,2021-12,8148,44,2021-128148,1
101928,2021-12,14591,13,2021-1214591,1
101965,2021-12,12927,91,2021-1212927,1
101976,2021-12,15748,94,2021-1215748,1
101982,2021-12,12324,95,2021-1212324,1
101985,2021-12,12493,06,2021-1212493,1
102007,2021-12,12959,06,2021-1212959,1
102009,2021-12,2636,75,2021-122636,1
102046,2021-12,11837,06,2021-1211837,1
102049,2021-12,11678,06,2021-1211678,1
102052,2021-12,11679,06,2021-1211679,1
102053,2021-12,11603,06,2021-1211603,1
102055,2021-12,13153,95,2021-1213153,1
102064,2021-12,15728,76,2021-1215728,1
102072,2021-12,5097,75,2021-125097,1
102074,2021-12,13154,95,2021-1213154,1
102077,2021-12,11461,78,2021-1211461,1
102084,2021-12,5391,33,2021-125391,1
102098,2021-12,11468,33,2021-1211468,1
102103,2021-12,10023,44,2021-1210023,1
102108,2021-12,15749,94,2021-1215749,1
102111,2021-12,3547,78,2021-123547,1
102115,2021-12,15312,77,2021-1215312,1
102127,2021-12,14612,13,2021-1214612,1
102130,2021-12,3176,92,2021-123176,1
102131,2021-12,14660,13,2021-1214660,1
102137,2021-12,14253,77,2021-1214253,1
102140,2021-12,14614,13,2021-1214614,1
102143,2021-12,4973,44,2021-124973,1
102149,2021-12,15729,76,2021-1215729,1
102162,2021-12,14613,13,2021-1214613,1
102182,2021-12,14610,13,2021-1214610,1
102194,2021-12,14609,13,2021-1214609,1
102197,2021-12,9184,13,2021-129184,1
102209,2021-12,3327,95,2021-123327,1
102210,2021-12,11184,95,2021-1211184,1
102211,2021-12,14733,95,2021-1214733,1
102212,2021-12,14746,95,2021-1214746,1
102213,2021-12,14751,95,2021-1214751,1
102214,2021-12,15546,95,2021-1215546,1
102215,2021-12,12207,95,2021-1212207,1
102216,2021-12,14731,95,2021-1214731,1
102217,2021-12,14732,95,2021-1214732,1
102218,2021-12,14738,95,2021-1214738,1
102219,2021-12,14743,95,2021-1214743,1
102220,2021-12,14744,95,2021-1214744,1
102221,2021-12,14745,95,2021-1214745,1
102222,2021-12,14752,95,2021-1214752,1
102223,2021-12,15003,95,2021-1215003,1
102241,2021-12,14607,13,2021-1214607,1
102264,2021-12,14606,13,2021-1214606,1
102269,2021-12,2281,67,2021-122281,1
102282,2021-12,3469,92,2021-123469,1
102295,2021-12,49,75,2021-1249,1
102296,2021-12,14605,13,2021-1214605,1
102318,2021-12,14604,13,2021-1214604,1
102331,2021-12,14603,13,2021-1214603,1
102341,2021-12,14602,13,2021-1214602,1
102343,2021-12,2496,75,2021-122496,1
102348,2021-12,14465,91,2021-1214465,1
102349,2021-12,14600,13,2021-1214600,1
102356,2021-12,14599,13,2021-1214599,1
102362,2021-12,14598,13,2021-1214598,1
102368,2021-12,111,75,2021-12111,1
102371,2021-12,14597,13,2021-1214597,1
102379,2021-12,10850,95,2021-1210850,1
102384,2021-12,14596,13,2021-1214596,1
102390,2021-12,5534,34,2021-125534,1
102396,2021-12,14595,13,2021-1214595,1
102408,2021-12,7174,93,2021-127174,1
102412,2021-12,14594,13,2021-1214594,1
102421,2021-12,14593,13,2021-1214593,1
102424,2021-12,0,75,2021-120,1
102426,2021-12,4,75,2021-124,1
102430,2021-12,14592,13,2021-1214592,1
102451,2021-12,12449,33,2021-1212449,1
102471,2021-12,7024,94,2021-127024,1
102474,2021-12,5515,34,2021-125515,1
102481,2021-12,11783,06,2021-1211783,1
102490,2021-12,3436,93,2021-123436,1
102496,2021-12,11782,06,2021-1211782,1
102510,2021-12,3377,93,2021-123377,1
102536,2021-12,11663,91,2021-1211663,1
102546,2021-12,180,75,2021-12180,1
102620,2021-12,5708,44,2021-125708,1
102628,2021-12,15751,91,2021-1215751,1
102642,2021-12,2782,75,2021-122782,1
102684,2021-12,4817,33,2021-124817,1
102725,2021-12,15752,91,2021-1215752,1
102737,2021-12,5829,75,2021-125829,1
102764,2021-12,13019,95,2021-1213019,1
102785,2021-12,1920,33,2021-121920,1
102787,2021-12,1223,75,2021-121223,1
102791,2021-12,3512,78,2021-123512,1
102810,2021-12,7695,94,2021-127695,1
102859,2021-12,4828,75,2021-124828,1
102884,2021-12,6401,94,2021-126401,1
102887,2021-12,6318,94,2021-126318,1
102892,2021-12,6654,92,2021-126654,1
102901,2021-12,3394,92,2021-123394,1
102905,2021-12,3672,92,2021-123672,1
102910,2021-12,4535,44,2021-124535,1
102914,2021-12,12669,44,2021-1212669,1
102919,2021-12,10896,94,2021-1210896,1
102933,2021-12,11796,06,2021-1211796,1
102938,2021-12,11797,06,2021-1211797,1
102955,2021-12,51,75,2021-1251,1
102956,2021-12,11792,06,2021-1211792,1
102964,2021-12,2738,92,2021-122738,1
102986,2021-12,8858,78,2021-128858,1
102987,2021-12,2925,77,2021-122925,1
102997,2021-12,2980,92,2021-122980,1
103006,2021-12,1945,33,2021-121945,1
103244,2021-12,12674,75,2021-1212674,1
103353,2021-12,5467,33,2021-125467,1
103357,2021-12,10857,95,2021-1210857,1
103380,2021-12,15767,95,2021-1215767,1
103409,2021-12,13854,13,2021-1213854,1
103410,2021-12,15099,13,2021-1215099,1
103459,2021-12,8620,94,2021-128620,1
103529,2021-12,14764,63,2021-1214764,1
103612,2021-12,1775,33,2021-121775,1
103640,2021-12,10322,94,2021-1210322,1
103661,2021-12,11215,92,2021-1211215,1
103716,2021-12,4464,94,2021-124464,1
103717,2021-12,6412,94,2021-126412,1
103718,2021-12,6415,94,2021-126415,1
103719,2021-12,6402,94,2021-126402,1
103721,2021-12,4452,94,2021-124452,1
103722,2021-12,6410,94,2021-126410,1
103723,2021-12,6411,94,2021-126411,1
103724,2021-12,6417,94,2021-126417,1
103725,2021-12,6392,94,2021-126392,1
103726,2021-12,6397,94,2021-126397,1
103727,2021-12,6413,94,2021-126413,1
103728,2021-12,4448,94,2021-124448,1
103729,2021-12,4449,94,2021-124449,1
103730,2021-12,4450,94,2021-124450,1
103731,2021-12,4451,94,2021-124451,1
103732,2021-12,4454,94,2021-124454,1
103733,2021-12,4465,94,2021-124465,1
103734,2021-12,6393,94,2021-126393,1
103735,2021-12,6394,94,2021-126394,1
103736,2021-12,6395,94,2021-126395,1
103737,2021-12,6396,94,2021-126396,1
103738,2021-12,6398,94,2021-126398,1
103739,2021-12,6399,94,2021-126399,1
103740,2021-12,6404,94,2021-126404,1
103741,2021-12,6405,94,2021-126405,1
103742,2021-12,6414,94,2021-126414,1
103750,2021-12,6418,94,2021-126418,1
103751,2021-12,6994,94,2021-126994,1
103752,2021-12,10889,94,2021-1210889,1
103753,2021-12,13038,94,2021-1213038,1
103815,2021-12,9810,67,2021-129810,1
104061,2021-12,11513,06,2021-1211513,1
104174,2021-12,14881,77,2021-1214881,1
104176,2021-12,8883,77,2021-128883,1
104195,2021-12,11786,06,2021-1211786,1
104214,2021-12,11787,06,2021-1211787,1
104232,2021-12,11780,06,2021-1211780,1
104289,2021-12,13823,06,2021-1213823,1
104305,2021-12,269,75,2021-12269,1
104348,2021-12,6791,94,2021-126791,1
104354,2021-12,13479,13,2021-1213479,1
104413,2021-12,5581,33,2021-125581,1
104432,2021-12,6306,94,2021-126306,1
104465,2021-12,7646,78,2021-127646,1
104472,2021-12,5768,44,2021-125768,1
104474,2021-12,6520,94,2021-126520,1
104485,2021-12,6524,94,2021-126524,1
104560,2021-12,6517,94,2021-126517,1
104616,2021-12,6538,94,2021-126538,1
104637,2021-12,6541,94,2021-126541,1
104659,2021-12,7326,94,2021-127326,1
104665,2021-12,10706,75,2021-1210706,1
104684,2021-12,7484,94,2021-127484,1
104699,2021-12,8037,94,2021-128037,1
104723,2021-12,8038,94,2021-128038,1
104806,2021-12,8040,94,2021-128040,1
104815,2021-12,6782,78,2021-126782,1
104827,2021-12,8041,94,2021-128041,1
104841,2021-12,8042,94,2021-128042,1
104852,2021-12,8043,94,2021-128043,1
104861,2021-12,8044,94,2021-128044,1
104866,2021-12,8045,94,2021-128045,1
104878,2021-12,8046,94,2021-128046,1
104883,2021-12,8047,94,2021-128047,1
104891,2021-12,8048,94,2021-128048,1
104903,2021-12,8050,94,2021-128050,1
104908,2021-12,8051,94,2021-128051,1
104912,2021-12,8052,94,2021-128052,1
104916,2021-12,3517,75,2021-123517,1
104943,2021-12,8706,77,2021-128706,1
105015,2021-12,2677,93,2021-122677,1
105066,2021-12,5502,44,2021-125502,1
105082,2021-12,239,75,2021-12239,1
105086,2021-12,6473,92,2021-126473,1
105088,2021-12,5759,92,2021-125759,1
105190,2021-12,11277,93,2021-1211277,1
105256,2021-12,1859,33,2021-121859,1
105257,2021-12,1866,33,2021-121866,1
105258,2021-12,4945,44,2021-124945,1
105259,2021-12,1961,33,2021-121961,1
105261,2021-12,1860,33,2021-121860,1
105265,2021-12,1873,33,2021-121873,1
105266,2021-12,2187,33,2021-122187,1
105267,2021-12,1861,33,2021-121861,1
105268,2021-12,4578,33,2021-124578,1
105270,2021-12,4579,33,2021-124579,1
105271,2021-12,4580,33,2021-124580,1
105272,2021-12,6126,33,2021-126126,1
105273,2021-12,12031,67,2021-1212031,1
105274,2021-12,13425,13,2021-1213425,1
105278,2021-12,4583,33,2021-124583,1
105279,2021-12,6129,33,2021-126129,1
105280,2021-12,6130,33,2021-126130,1
105281,2021-12,6133,33,2021-126133,1
105282,2021-12,4585,33,2021-124585,1
105283,2021-12,6136,33,2021-126136,1
105284,2021-12,6138,33,2021-126138,1
105285,2021-12,6148,33,2021-126148,1
105286,2021-12,4588,33,2021-124588,1
105287,2021-12,6158,33,2021-126158,1
105288,2021-12,6160,33,2021-126160,1
105289,2021-12,13106,33,2021-1213106,1
