,monthly,lieu_id,territoire,check,status_PRO
90313,2021-11,6133,33,2021-116133,1
90314,2021-11,4585,33,2021-114585,1
90317,2021-11,6136,33,2021-116136,1
90320,2021-11,6158,33,2021-116158,1
90321,2021-11,6138,33,2021-116138,1
90367,2021-11,12267,77,2021-1112267,1
90450,2021-11,4496,95,2021-114496,1
90454,2021-11,13320,95,2021-1113320,1
90460,2021-11,14516,95,2021-1114516,1
90466,2021-11,14517,95,2021-1114517,1
90472,2021-11,14518,95,2021-1114518,1
90476,2021-11,14519,95,2021-1114519,1
90482,2021-11,14520,95,2021-1114520,1
90488,2021-11,14522,95,2021-1114522,1
90512,2021-11,14523,95,2021-1114523,1
90522,2021-11,14524,95,2021-1114524,1
90530,2021-11,14525,95,2021-1114525,1
90537,2021-11,14526,95,2021-1114526,1
90561,2021-11,5042,44,2021-115042,1
90562,2021-11,5674,44,2021-115674,1
90563,2021-11,5675,44,2021-115675,1
90569,2021-11,15225,44,2021-1115225,1
90574,2021-11,13470,13,2021-1113470,1
90598,2021-11,15226,44,2021-1115226,1
90736,2021-11,14546,36,2021-1114546,1
90779,2021-11,14989,76,2021-1114989,1
90856,2021-11,11508,92,2021-1111508,1
90860,2021-11,3826,92,2021-113826,1
90964,2021-11,13739,33,2021-1113739,1
90965,2021-11,15242,33,2021-1115242,1
91122,2021-11,15274,78,2021-1115274,1
91136,2021-11,15275,78,2021-1115275,1
91165,2021-11,15277,78,2021-1115277,1
91177,2021-11,15278,37,2021-1115278,1
91198,2021-11,7333,78,2021-117333,1
91201,2021-11,5961,78,2021-115961,1
91206,2021-11,15281,78,2021-1115281,1
91216,2021-11,15282,78,2021-1115282,1
91224,2021-11,15283,78,2021-1115283,1
91255,2021-11,15287,78,2021-1115287,1
91272,2021-11,15289,78,2021-1115289,1
91292,2021-11,15291,78,2021-1115291,1
91315,2021-11,15294,78,2021-1115294,1
91330,2021-11,15296,78,2021-1115296,1
91392,2021-11,14330,06,2021-1114330,1
91420,2021-11,6693,78,2021-116693,1
91433,2021-11,4117,78,2021-114117,1
91437,2021-11,3540,78,2021-113540,1
91448,2021-11,7194,78,2021-117194,1
91622,2021-11,7110,44,2021-117110,1
91674,2021-11,13450,13,2021-1113450,1
91736,2021-11,15265,13,2021-1115265,1
91804,2021-11,15306,78,2021-1115306,1
91951,2021-11,12702,06,2021-1112702,1
91975,2021-11,7192,78,2021-117192,1
91982,2021-11,3538,78,2021-113538,1
91994,2021-11,6695,78,2021-116695,1
92007,2021-11,3543,78,2021-113543,1
92016,2021-11,15336,94,2021-1115336,1
92058,2021-11,13476,13,2021-1113476,1
92097,2021-11,14458,75,2021-1114458,1
92100,2021-11,7226,78,2021-117226,1
92104,2021-11,7204,78,2021-117204,1
92140,2021-11,3544,78,2021-113544,1
92179,2021-11,1997,44,2021-111997,1
92193,2021-11,5103,44,2021-115103,1
92201,2021-11,5101,44,2021-115101,1
92238,2021-11,13112,06,2021-1113112,1
92295,2021-11,10668,75,2021-1110668,1
92297,2021-11,2782,75,2021-112782,1
92344,2021-11,13697,77,2021-1113697,1
92368,2021-11,13688,77,2021-1113688,1
92378,2021-11,13681,95,2021-1113681,1
92392,2021-11,15371,95,2021-1115371,1
92410,2021-11,15374,95,2021-1115374,1
92418,2021-11,15376,95,2021-1115376,1
92426,2021-11,15377,95,2021-1115377,1
92497,2021-11,2864,93,2021-112864,1
92513,2021-11,3620,92,2021-113620,1
92545,2021-11,11485,06,2021-1111485,1
92557,2021-11,14749,34,2021-1114749,1
92564,2021-11,6653,92,2021-116653,1
92569,2021-11,1860,33,2021-111860,1
92570,2021-11,1861,33,2021-111861,1
92571,2021-11,1862,33,2021-111862,1
92572,2021-11,4643,33,2021-114643,1
92574,2021-11,2187,33,2021-112187,1
92576,2021-11,4579,33,2021-114579,1
92577,2021-11,4580,33,2021-114580,1
92579,2021-11,6126,33,2021-116126,1
92580,2021-11,6128,33,2021-116128,1
92582,2021-11,4583,33,2021-114583,1
92583,2021-11,6129,33,2021-116129,1
92585,2021-11,4658,33,2021-114658,1
92586,2021-11,4660,33,2021-114660,1
92587,2021-11,1867,33,2021-111867,1
92590,2021-11,6134,33,2021-116134,1
92591,2021-11,1868,33,2021-111868,1
92593,2021-11,6144,33,2021-116144,1
92594,2021-11,6148,33,2021-116148,1
92595,2021-11,4588,33,2021-114588,1
92596,2021-11,1871,33,2021-111871,1
92601,2021-11,2817,77,2021-112817,1
92761,2021-11,13154,95,2021-1113154,1
92763,2021-11,12324,95,2021-1112324,1
92768,2021-11,14759,63,2021-1114759,1
92789,2021-11,6684,78,2021-116684,1
92809,2021-11,6689,78,2021-116689,1
92821,2021-11,3525,78,2021-113525,1
92832,2021-11,3541,78,2021-113541,1
92852,2021-11,4409,78,2021-114409,1
92854,2021-11,2820,92,2021-112820,1
92885,2021-11,9079,77,2021-119079,1
92943,2021-11,15424,77,2021-1115424,1
93028,2021-11,6685,78,2021-116685,1
93033,2021-11,6978,78,2021-116978,1
93044,2021-11,3542,78,2021-113542,1
93053,2021-11,7225,78,2021-117225,1
93055,2021-11,6748,44,2021-116748,1
93057,2021-11,3606,78,2021-113606,1
93068,2021-11,3771,77,2021-113771,1
93092,2021-11,15443,13,2021-1115443,1
93093,2021-11,15444,36,2021-1115444,1
93109,2021-11,13822,13,2021-1113822,1
93131,2021-11,11276,92,2021-1111276,1
93176,2021-11,14557,13,2021-1114557,1
93178,2021-11,13411,13,2021-1113411,1
93179,2021-11,14555,13,2021-1114555,1
93183,2021-11,14556,13,2021-1114556,1
93184,2021-11,14564,13,2021-1114564,1
93185,2021-11,13088,13,2021-1113088,1
93186,2021-11,14565,13,2021-1114565,1
93187,2021-11,14580,13,2021-1114580,1
93189,2021-11,14590,13,2021-1114590,1
93190,2021-11,14592,13,2021-1114592,1
93191,2021-11,14593,13,2021-1114593,1
93192,2021-11,14595,13,2021-1114595,1
93193,2021-11,14596,13,2021-1114596,1
93201,2021-11,14597,13,2021-1114597,1
93202,2021-11,14598,13,2021-1114598,1
93214,2021-11,14559,13,2021-1114559,1
93222,2021-11,14571,13,2021-1114571,1
93224,2021-11,14575,13,2021-1114575,1
93238,2021-11,14605,13,2021-1114605,1
93240,2021-11,14609,13,2021-1114609,1
93269,2021-11,6688,78,2021-116688,1
93273,2021-11,14589,13,2021-1114589,1
93278,2021-11,6686,78,2021-116686,1
93282,2021-11,6687,78,2021-116687,1
93283,2021-11,14558,13,2021-1114558,1
93296,2021-11,14572,13,2021-1114572,1
93297,2021-11,14576,13,2021-1114576,1
93298,2021-11,14578,13,2021-1114578,1
93299,2021-11,14587,13,2021-1114587,1
93301,2021-11,14591,13,2021-1114591,1
93305,2021-11,14594,13,2021-1114594,1
93313,2021-11,14600,13,2021-1114600,1
93314,2021-11,14604,13,2021-1114604,1
93318,2021-11,14607,13,2021-1114607,1
93323,2021-11,14610,13,2021-1114610,1
93329,2021-11,14613,13,2021-1114613,1
93331,2021-11,14614,13,2021-1114614,1
93384,2021-11,7318,94,2021-117318,1
93593,2021-11,12605,06,2021-1112605,1
93594,2021-11,12604,06,2021-1112604,1
93596,2021-11,12594,59,2021-1112594,1
93608,2021-11,15445,77,2021-1115445,1
93651,2021-11,13778,77,2021-1113778,1
93681,2021-11,11083,06,2021-1111083,1
93682,2021-11,11141,06,2021-1111141,1
93683,2021-11,11142,06,2021-1111142,1
93684,2021-11,11145,06,2021-1111145,1
93685,2021-11,11144,06,2021-1111144,1
93686,2021-11,11143,06,2021-1111143,1
93687,2021-11,11147,06,2021-1111147,1
93688,2021-11,11148,06,2021-1111148,1
93689,2021-11,11154,06,2021-1111154,1
93690,2021-11,11150,06,2021-1111150,1
93692,2021-11,11149,06,2021-1111149,1
93693,2021-11,11155,06,2021-1111155,1
93694,2021-11,11156,06,2021-1111156,1
93695,2021-11,11157,06,2021-1111157,1
93696,2021-11,11158,06,2021-1111158,1
93697,2021-11,11721,06,2021-1111721,1
93700,2021-11,9506,06,2021-119506,1
93915,2021-11,11443,06,2021-1111443,1
93989,2021-11,14750,77,2021-1114750,1
94000,2021-11,5967,78,2021-115967,1
94025,2021-11,14748,77,2021-1114748,1
94089,2021-11,14456,36,2021-1114456,1
94102,2021-11,15524,36,2021-1115524,1
94107,2021-11,15525,36,2021-1115525,1
94121,2021-11,12941,06,2021-1112941,1
94122,2021-11,14908,06,2021-1114908,1
94337,2021-11,12321,06,2021-1112321,1
94338,2021-11,12630,06,2021-1112630,1
94339,2021-11,12624,06,2021-1112624,1
94473,2021-11,14881,77,2021-1114881,1
94474,2021-11,15546,95,2021-1115546,1
94491,2021-11,14371,36,2021-1114371,1
94501,2021-11,14372,36,2021-1114372,1
94509,2021-11,14374,36,2021-1114374,1
94521,2021-11,11663,91,2021-1111663,1
94528,2021-11,12763,75,2021-1112763,1
94591,2021-11,12152,94,2021-1112152,1
94600,2021-11,14265,94,2021-1114265,1
94603,2021-11,15556,94,2021-1115556,1
94645,2021-11,6143,78,2021-116143,1
94646,2021-11,9790,78,2021-119790,1
94647,2021-11,9797,78,2021-119797,1
94648,2021-11,11344,78,2021-1111344,1
94649,2021-11,9791,78,2021-119791,1
94842,2021-11,2269,67,2021-112269,1
94908,2021-11,15373,75,2021-1115373,1
94980,2021-11,14377,36,2021-1114377,1
94983,2021-11,14376,36,2021-1114376,1
94984,2021-11,14375,36,2021-1114375,1
94985,2021-11,14382,36,2021-1114382,1
94987,2021-11,14381,36,2021-1114381,1
94990,2021-11,14378,36,2021-1114378,1
94998,2021-11,14379,36,2021-1114379,1
95000,2021-11,14380,36,2021-1114380,1
95056,2021-11,5629,93,2021-115629,1
95100,2021-12,14616,06,2021-1214616,1
95101,2021-12,14531,36,2021-1214531,1
95102,2021-12,11962,36,2021-1211962,1
95112,2021-12,11991,36,2021-1211991,1
95116,2021-12,8670,93,2021-128670,1
95122,2021-12,2470,75,2021-122470,1
95129,2021-12,10782,78,2021-1210782,1
95133,2021-12,3861,92,2021-123861,1
95137,2021-12,11462,95,2021-1211462,1
95138,2021-12,6689,78,2021-126689,1
95139,2021-12,7192,78,2021-127192,1
95140,2021-12,7194,78,2021-127194,1
95141,2021-12,3541,78,2021-123541,1
95142,2021-12,6687,78,2021-126687,1
95143,2021-12,3525,78,2021-123525,1
95144,2021-12,3544,78,2021-123544,1
95145,2021-12,6693,78,2021-126693,1
95146,2021-12,3014,92,2021-123014,1
95148,2021-12,6685,78,2021-126685,1
95149,2021-12,6695,78,2021-126695,1
95150,2021-12,1980,44,2021-121980,1
95152,2021-12,6978,78,2021-126978,1
95153,2021-12,7204,78,2021-127204,1
95154,2021-12,6688,78,2021-126688,1
95155,2021-12,4117,78,2021-124117,1
95156,2021-12,6686,78,2021-126686,1
95157,2021-12,6684,78,2021-126684,1
95158,2021-12,3540,78,2021-123540,1
95159,2021-12,4409,78,2021-124409,1
95160,2021-12,12213,94,2021-1212213,1
95161,2021-12,3538,78,2021-123538,1
95162,2021-12,3542,78,2021-123542,1
95163,2021-12,3543,78,2021-123543,1
95164,2021-12,7225,78,2021-127225,1
95165,2021-12,7226,78,2021-127226,1
95166,2021-12,3606,78,2021-123606,1
95168,2021-12,6070,78,2021-126070,1
95170,2021-12,6694,78,2021-126694,1
95173,2021-12,3119,93,2021-123119,1
95175,2021-12,8111,94,2021-128111,1
95181,2021-12,2353,67,2021-122353,1
95182,2021-12,1986,44,2021-121986,1
95184,2021-12,12675,94,2021-1212675,1
95185,2021-12,11749,92,2021-1211749,1
95190,2021-12,3037,75,2021-123037,1
95192,2021-12,5773,94,2021-125773,1
95195,2021-12,10684,94,2021-1210684,1
95201,2021-12,5222,44,2021-125222,1
95203,2021-12,4718,33,2021-124718,1
95204,2021-12,4728,33,2021-124728,1
95205,2021-12,3690,78,2021-123690,1
95206,2021-12,4730,33,2021-124730,1
95208,2021-12,4729,33,2021-124729,1
95213,2021-12,12403,91,2021-1212403,1
95216,2021-12,6119,78,2021-126119,1
95219,2021-12,8252,44,2021-128252,1
95223,2021-12,14203,92,2021-1214203,1
95224,2021-12,5706,93,2021-125706,1
95225,2021-12,8253,44,2021-128253,1
95234,2021-12,8254,44,2021-128254,1
95237,2021-12,5053,93,2021-125053,1
95239,2021-12,14769,93,2021-1214769,1
95242,2021-12,12980,95,2021-1212980,1
95244,2021-12,14351,78,2021-1214351,1
95251,2021-12,115,75,2021-12115,1
95253,2021-12,12261,77,2021-1212261,1
95259,2021-12,13004,67,2021-1213004,1
95260,2021-12,10680,75,2021-1210680,1
95265,2021-12,13320,95,2021-1213320,1
95266,2021-12,14516,95,2021-1214516,1
95268,2021-12,14518,95,2021-1214518,1
95269,2021-12,14519,95,2021-1214519,1
95270,2021-12,14520,95,2021-1214520,1
95271,2021-12,14522,95,2021-1214522,1
95272,2021-12,14524,95,2021-1214524,1
95273,2021-12,14526,95,2021-1214526,1
95278,2021-12,10492,94,2021-1210492,1
95280,2021-12,4496,95,2021-124496,1
95282,2021-12,14517,95,2021-1214517,1
95284,2021-12,14523,95,2021-1214523,1
95285,2021-12,14525,95,2021-1214525,1
95286,2021-12,4720,93,2021-124720,1
95292,2021-12,5629,93,2021-125629,1
95296,2021-12,4733,33,2021-124733,1
95297,2021-12,13013,95,2021-1213013,1
95301,2021-12,8108,94,2021-128108,1
95305,2021-12,2507,75,2021-122507,1
95306,2021-12,9876,67,2021-129876,1
95311,2021-12,4706,33,2021-124706,1
95316,2021-12,4737,33,2021-124737,1
95322,2021-12,14763,75,2021-1214763,1
95325,2021-12,2207,67,2021-122207,1
95328,2021-12,4735,33,2021-124735,1
95331,2021-12,6337,94,2021-126337,1
95333,2021-12,10519,75,2021-1210519,1
95336,2021-12,2765,75,2021-122765,1
95340,2021-12,4734,33,2021-124734,1
95347,2021-12,5958,78,2021-125958,1
95348,2021-12,417,75,2021-12417,1
95350,2021-12,8975,76,2021-128975,1
95352,2021-12,8978,76,2021-128978,1
95353,2021-12,14989,76,2021-1214989,1
95354,2021-12,14988,76,2021-1214988,1
95359,2021-12,1968,33,2021-121968,1
95364,2021-12,2461,75,2021-122461,1
95368,2021-12,117,75,2021-12117,1
95370,2021-12,7360,44,2021-127360,1
95371,2021-12,2779,93,2021-122779,1
95375,2021-12,12400,67,2021-1212400,1
95379,2021-12,2784,93,2021-122784,1
95381,2021-12,126,75,2021-12126,1
95384,2021-12,13663,77,2021-1213663,1
95391,2021-12,13662,77,2021-1213662,1
95396,2021-12,2788,93,2021-122788,1
95401,2021-12,342,75,2021-12342,1
95407,2021-12,888,75,2021-12888,1
95409,2021-12,2463,75,2021-122463,1
95411,2021-12,13462,95,2021-1213462,1
95418,2021-12,10499,95,2021-1210499,1
95421,2021-12,4938,75,2021-124938,1
95431,2021-12,2729,75,2021-122729,1
95432,2021-12,15306,78,2021-1215306,1
95438,2021-12,6304,33,2021-126304,1
95443,2021-12,6048,75,2021-126048,1
95456,2021-12,6653,92,2021-126653,1
95466,2021-12,10679,75,2021-1210679,1
95476,2021-12,9685,94,2021-129685,1
95478,2021-12,6658,94,2021-126658,1
95489,2021-12,3783,33,2021-123783,1
95495,2021-12,6416,94,2021-126416,1
95502,2021-12,8007,67,2021-128007,1
95508,2021-12,9671,94,2021-129671,1
95509,2021-12,9861,67,2021-129861,1
95512,2021-12,3463,92,2021-123463,1
95520,2021-12,2290,67,2021-122290,1
95525,2021-12,8006,67,2021-128006,1
95526,2021-12,10732,67,2021-1210732,1
95533,2021-12,2335,67,2021-122335,1
95538,2021-12,3337,92,2021-123337,1
95544,2021-12,6420,44,2021-126420,1
95552,2021-12,7107,75,2021-127107,1
95557,2021-12,13400,13,2021-1213400,1
95563,2021-12,6370,94,2021-126370,1
95570,2021-12,6421,44,2021-126421,1
95572,2021-12,7238,78,2021-127238,1
95574,2021-12,11386,95,2021-1211386,1
95580,2021-12,15562,94,2021-1215562,1
95581,2021-12,5500,44,2021-125500,1
95583,2021-12,1233,75,2021-121233,1
95585,2021-12,15364,75,2021-1215364,1
95598,2021-12,5424,44,2021-125424,1
95614,2021-12,11843,78,2021-1211843,1
95644,2021-12,10714,75,2021-1210714,1
95656,2021-12,2864,93,2021-122864,1
95658,2021-12,11017,33,2021-1211017,1
95660,2021-12,13178,94,2021-1213178,1
95665,2021-12,3692,78,2021-123692,1
95676,2021-12,5736,75,2021-125736,1
95680,2021-12,2548,75,2021-122548,1
95684,2021-12,6240,78,2021-126240,1
95685,2021-12,6241,78,2021-126241,1
95686,2021-12,10321,75,2021-1210321,1
95687,2021-12,6156,78,2021-126156,1
95693,2021-12,8878,78,2021-128878,1
95694,2021-12,12153,78,2021-1212153,1
95695,2021-12,3007,93,2021-123007,1
95701,2021-12,12593,77,2021-1212593,1
95703,2021-12,4002,92,2021-124002,1
95704,2021-12,3010,93,2021-123010,1
95708,2021-12,3003,93,2021-123003,1
95722,2021-12,3410,92,2021-123410,1
95723,2021-12,5761,94,2021-125761,1
95727,2021-12,11125,93,2021-1211125,1
95730,2021-12,11210,75,2021-1211210,1
95732,2021-12,6749,67,2021-126749,1
95738,2021-12,1929,33,2021-121929,1
95745,2021-12,3865,75,2021-123865,1
95746,2021-12,4796,33,2021-124796,1
95748,2021-12,3863,75,2021-123863,1
95750,2021-12,3862,75,2021-123862,1
95752,2021-12,6026,75,2021-126026,1
95763,2021-12,1760,33,2021-121760,1
95768,2021-12,9132,75,2021-129132,1
95772,2021-12,2225,67,2021-122225,1
95774,2021-12,3108,92,2021-123108,1
95782,2021-12,6755,78,2021-126755,1
95783,2021-12,9465,94,2021-129465,1
95784,2021-12,35,75,2021-1235,1
95795,2021-12,2329,67,2021-122329,1
95805,2021-12,13449,13,2021-1213449,1
95809,2021-12,6186,33,2021-126186,1
95812,2021-12,10694,93,2021-1210694,1
95829,2021-12,4594,93,2021-124594,1
95830,2021-12,15619,76,2021-1215619,1
95831,2021-12,2727,75,2021-122727,1
95833,2021-12,10693,93,2021-1210693,1
95844,2021-12,10692,93,2021-1210692,1
95848,2021-12,4849,75,2021-124849,1
95892,2021-12,3435,93,2021-123435,1
95903,2021-12,3677,92,2021-123677,1
95906,2021-12,5485,44,2021-125485,1
95985,2021-12,12763,75,2021-1212763,1
96006,2021-12,9024,78,2021-129024,1
96066,2021-12,3750,75,2021-123750,1
96078,2021-12,14532,36,2021-1214532,1
96087,2021-12,3090,92,2021-123090,1
96101,2021-12,5825,93,2021-125825,1
96111,2021-12,6615,94,2021-126615,1
96153,2021-12,3479,92,2021-123479,1
96161,2021-12,5347,44,2021-125347,1
96195,2021-12,7288,67,2021-127288,1
96197,2021-12,8920,94,2021-128920,1
96232,2021-12,14544,36,2021-1214544,1
96239,2021-12,3834,92,2021-123834,1
96279,2021-12,4205,92,2021-124205,1
96286,2021-12,2002,44,2021-122002,1
96292,2021-12,10703,75,2021-1210703,1
96298,2021-12,3015,92,2021-123015,1
96304,2021-12,11034,92,2021-1211034,1
96335,2021-12,7287,44,2021-127287,1
96340,2021-12,3033,93,2021-123033,1
96343,2021-12,15615,75,2021-1215615,1
96345,2021-12,15614,75,2021-1215614,1
96347,2021-12,11081,75,2021-1211081,1
96355,2021-12,15613,75,2021-1215613,1
96358,2021-12,3105,93,2021-123105,1
96359,2021-12,3948,75,2021-123948,1
96360,2021-12,13143,92,2021-1213143,1
96365,2021-12,5962,78,2021-125962,1
96380,2021-12,8447,06,2021-128447,1
96383,2021-12,3890,33,2021-123890,1
96386,2021-12,3785,92,2021-123785,1
96393,2021-12,1763,33,2021-121763,1
96395,2021-12,1761,33,2021-121761,1
96399,2021-12,9544,92,2021-129544,1
96407,2021-12,12671,94,2021-1212671,1
96411,2021-12,4444,94,2021-124444,1
96422,2021-12,6118,44,2021-126118,1
96427,2021-12,15648,75,2021-1215648,1
96428,2021-12,11233,75,2021-1211233,1
96436,2021-12,6956,94,2021-126956,1
96439,2021-12,12787,94,2021-1212787,1
96440,2021-12,5884,78,2021-125884,1
96441,2021-12,6953,94,2021-126953,1
96453,2021-12,3211,93,2021-123211,1
96457,2021-12,3213,93,2021-123213,1
96458,2021-12,3218,93,2021-123218,1
96459,2021-12,3220,93,2021-123220,1
96460,2021-12,3231,93,2021-123231,1
96461,2021-12,3232,93,2021-123232,1
96462,2021-12,3233,93,2021-123233,1
96463,2021-12,3239,93,2021-123239,1
96464,2021-12,3244,93,2021-123244,1
96465,2021-12,3247,93,2021-123247,1
96466,2021-12,3248,93,2021-123248,1
96467,2021-12,3251,93,2021-123251,1
96468,2021-12,3253,93,2021-123253,1
96469,2021-12,3256,93,2021-123256,1
96470,2021-12,3261,93,2021-123261,1
96475,2021-12,4529,94,2021-124529,1
96484,2021-12,3262,93,2021-123262,1
96486,2021-12,3264,93,2021-123264,1
96488,2021-12,3265,93,2021-123265,1
96490,2021-12,3323,93,2021-123323,1
96491,2021-12,3324,93,2021-123324,1
96493,2021-12,3331,93,2021-123331,1
96495,2021-12,3333,93,2021-123333,1
96496,2021-12,3338,93,2021-123338,1
96499,2021-12,3343,92,2021-123343,1
96500,2021-12,173,75,2021-12173,1
96507,2021-12,2398,93,2021-122398,1
96510,2021-12,11744,78,2021-1211744,1
96515,2021-12,11745,78,2021-1211745,1
96518,2021-12,11276,92,2021-1211276,1
96520,2021-12,11746,78,2021-1211746,1
96524,2021-12,15325,78,2021-1215325,1
96528,2021-12,15333,78,2021-1215333,1
96531,2021-12,2204,67,2021-122204,1
96537,2021-12,7541,67,2021-127541,1
96546,2021-12,6596,78,2021-126596,1
96550,2021-12,4523,94,2021-124523,1
96560,2021-12,8010,67,2021-128010,1
96564,2021-12,2388,93,2021-122388,1
96573,2021-12,9926,67,2021-129926,1
96577,2021-12,5828,92,2021-125828,1
96579,2021-12,3254,94,2021-123254,1
96580,2021-12,6471,94,2021-126471,1
96582,2021-12,5732,44,2021-125732,1
96583,2021-12,12746,75,2021-1212746,1
96584,2021-12,12749,67,2021-1212749,1
96585,2021-12,15649,76,2021-1215649,1
96591,2021-12,5972,78,2021-125972,1
96596,2021-12,7112,78,2021-127112,1
96597,2021-12,7269,78,2021-127269,1
96598,2021-12,7271,78,2021-127271,1
96600,2021-12,7272,78,2021-127272,1
96601,2021-12,7273,78,2021-127273,1
96602,2021-12,7274,78,2021-127274,1
96603,2021-12,7275,78,2021-127275,1
96604,2021-12,7276,78,2021-127276,1
96605,2021-12,7277,78,2021-127277,1
96606,2021-12,7279,78,2021-127279,1
96607,2021-12,7280,78,2021-127280,1
96608,2021-12,7281,78,2021-127281,1
96609,2021-12,7282,78,2021-127282,1
96610,2021-12,9566,78,2021-129566,1
96611,2021-12,4399,78,2021-124399,1
96612,2021-12,5138,44,2021-125138,1
96616,2021-12,5062,44,2021-125062,1
96617,2021-12,3326,44,2021-123326,1
96621,2021-12,15075,44,2021-1215075,1
96622,2021-12,5476,92,2021-125476,1
96623,2021-12,15650,69,2021-1215650,1
96642,2021-12,8607,78,2021-128607,1
96657,2021-12,12650,91,2021-1212650,1
96662,2021-12,4925,75,2021-124925,1
96677,2021-12,1910,33,2021-121910,1
96706,2021-12,8840,78,2021-128840,1
96711,2021-12,4981,44,2021-124981,1
96725,2021-12,12176,75,2021-1212176,1
96740,2021-12,14190,77,2021-1214190,1
96810,2021-12,3776,33,2021-123776,1
96827,2021-12,11393,06,2021-1211393,1
96850,2021-12,9930,67,2021-129930,1
96869,2021-12,6952,94,2021-126952,1
96871,2021-12,7813,94,2021-127813,1
96886,2021-12,9925,33,2021-129925,1
96898,2021-12,12120,06,2021-1212120,1
96899,2021-12,2979,92,2021-122979,1
96905,2021-12,315,75,2021-12315,1
96924,2021-12,1743,75,2021-121743,1
96928,2021-12,7231,44,2021-127231,1
96940,2021-12,4476,94,2021-124476,1
96965,2021-12,2706,93,2021-122706,1
96970,2021-12,2708,93,2021-122708,1
96974,2021-12,2715,93,2021-122715,1
96982,2021-12,11717,93,2021-1211717,1
96992,2021-12,14898,63,2021-1214898,1
96994,2021-12,2481,75,2021-122481,1
97024,2021-12,9665,93,2021-129665,1
97025,2021-12,9667,93,2021-129667,1
97040,2021-12,3960,33,2021-123960,1
97041,2021-12,4793,33,2021-124793,1
97057,2021-12,4794,33,2021-124794,1
97061,2021-12,4795,33,2021-124795,1
97086,2021-12,6175,33,2021-126175,1
97106,2021-12,5159,93,2021-125159,1
97152,2021-12,5886,78,2021-125886,1
97156,2021-12,3482,94,2021-123482,1
97157,2021-12,2720,92,2021-122720,1
97168,2021-12,11458,92,2021-1211458,1
97205,2021-12,12604,13,2021-1212604,1
97226,2021-12,12605,06,2021-1212605,1
97231,2021-12,12594,59,2021-1212594,1
97257,2021-12,12417,33,2021-1212417,1
97261,2021-12,8555,78,2021-128555,1
97266,2021-12,1229,75,2021-121229,1
97271,2021-12,2982,93,2021-122982,1
97275,2021-12,2987,93,2021-122987,1
97277,2021-12,4400,78,2021-124400,1
97278,2021-12,2475,75,2021-122475,1
97295,2021-12,15,75,2021-1215,1
97306,2021-12,181,75,2021-12181,1
97362,2021-12,11741,13,2021-1211741,1
97363,2021-12,11742,13,2021-1211742,1
97377,2021-12,11573,67,2021-1211573,1
97386,2021-12,9907,67,2021-129907,1
97430,2021-12,13753,91,2021-1213753,1
97478,2021-12,15491,77,2021-1215491,1
97485,2021-12,15490,77,2021-1215490,1
97487,2021-12,15492,77,2021-1215492,1
97513,2021-12,1952,33,2021-121952,1
97515,2021-12,13111,95,2021-1213111,1
97554,2021-12,1949,33,2021-121949,1
97555,2021-12,10881,33,2021-1210881,1
97612,2021-12,4105,33,2021-124105,1
97614,2021-12,1966,33,2021-121966,1
97637,2021-12,10048,75,2021-1210048,1
97650,2021-12,15676,06,2021-1215676,1
97673,2021-12,10161,92,2021-1210161,1
97759,2021-12,4402,78,2021-124402,1
97806,2021-12,11,75,2021-1211,1
97809,2021-12,5192,94,2021-125192,1
97825,2021-12,2676,91,2021-122676,1
97836,2021-12,210,75,2021-12210,1
97840,2021-12,9066,91,2021-129066,1
97845,2021-12,9068,91,2021-129068,1
97860,2021-12,9069,91,2021-129069,1
97866,2021-12,13699,91,2021-1213699,1
97873,2021-12,13700,91,2021-1213700,1
97879,2021-12,14271,91,2021-1214271,1
97891,2021-12,14273,91,2021-1214273,1
97901,2021-12,14274,91,2021-1214274,1
97929,2021-12,14276,91,2021-1214276,1
97939,2021-12,14277,91,2021-1214277,1
97950,2021-12,14275,91,2021-1214275,1
97961,2021-12,14278,91,2021-1214278,1
97971,2021-12,3972,92,2021-123972,1
97975,2021-12,11103,92,2021-1211103,1
97987,2021-12,13446,95,2021-1213446,1
97988,2021-12,6472,94,2021-126472,1
97994,2021-12,12618,94,2021-1212618,1
98002,2021-12,3679,75,2021-123679,1
98005,2021-12,2201,67,2021-122201,1
98009,2021-12,13362,13,2021-1213362,1
98015,2021-12,3295,94,2021-123295,1
98016,2021-12,10134,92,2021-1210134,1
98038,2021-12,15616,36,2021-1215616,1
98045,2021-12,10888,94,2021-1210888,1
98049,2021-12,2333,67,2021-122333,1
98053,2021-12,10506,67,2021-1210506,1
98055,2021-12,15623,36,2021-1215623,1
98081,2021-12,15658,36,2021-1215658,1
98086,2021-12,6222,44,2021-126222,1
98133,2021-12,8029,75,2021-128029,1
98134,2021-12,15661,36,2021-1215661,1
98141,2021-12,9130,75,2021-129130,1
98142,2021-12,9964,67,2021-129964,1
98148,2021-12,15663,36,2021-1215663,1
98165,2021-12,4878,75,2021-124878,1
98170,2021-12,4893,75,2021-124893,1
98181,2021-12,9489,06,2021-129489,1
98184,2021-12,14330,06,2021-1214330,1
98186,2021-12,15062,33,2021-1215062,1
98190,2021-12,13778,77,2021-1213778,1
98192,2021-12,3694,33,2021-123694,1
98288,2021-12,11529,06,2021-1211529,1
98318,2021-12,3016,93,2021-123016,1
98322,2021-12,12196,91,2021-1212196,1
